transaction_id,merchant_id,merchant_name,customer_id,amount,timestamp,payment_method,status
TXN100224,M004,Craftline Traders Pvt Ltd,CUST70686,50171.89,2026-08-01 09:00:00,WALLET,SUCCESS
TXN100225,M007,Velocity Logistics Pvt Ltd,CUST55371,49489.95,2026-08-08 14:00:00,CARD,SUCCESS
TXN100226,M005,Orbit Mobility Pvt Ltd,CUST96533,11714.59,2026-08-04 01:00:00,WALLET,SUCCESS
TXN100227,M001,ABC Technologies Pvt Ltd,CUST87849,14819.64,2026-08-03 03:00:00,UPI,SUCCESS
TXN100228,M008,Harbor Analytics Pvt Ltd,CUST15798,36068.2,2026-08-02 07:00:00,WALLET,SUCCESS
TXN100229,M008,Harbor Analytics Pvt Ltd,CUST40692,14443.19,2026-08-07 01:00:00,NETBANKING,SUCCESS
TXN100230,M006,Sundrop Organics Pvt Ltd,CUST78321,14595.79,2026-08-05 21:00:00,CARD,SUCCESS
TXN100231,M007,Velocity Logistics Pvt Ltd,CUST92050,18379.81,2026-08-02 17:00:00,WALLET,SUCCESS
TXN100232,M008,HARBOR ANALYTICS,CUST78742,3289.6,2026-08-12 20:00:00,NETBANKING,SUCCESS
TXN100233,M007,Velocity Logistics Pvt Ltd,CUST34101,24791.42,2026-08-10 12:00:00,WALLET,SUCCESS
TXN100234,M004,Craftline Traders Pvt Ltd,CUST28920,51035.79,2026-08-10 22:00:00,WALLET,SUCCESS
TXN100235,M001,ABC Technologies Pvt Ltd,CUST79467,33961.96,2026-08-14 17:00:00,CARD,SUCCESS
TXN100236,M007,Velocity Logistics Pvt. Ltd.,CUST68954,14950.08,2026-08-07 10:00:00,NETBANKING,SUCCESS
TXN100237,M002,Bluewave Retail Pvt Ltd,CUST19539,32370.31,2026-08-07 01:00:00,CARD,SUCCESS
TXN100238,M004,Craftline Traders Pvt Ltd,CUST12009,29023.96,2026-08-11 09:00:00,CARD,SUCCESS
TXN100239,M004,CRAFTLINE TRADERS,CUST41797,57743.61,2026-08-04 23:00:00,CARD,SUCCESS
TXN100240,M007,Velocity Logistics Pvt Ltd,CUST47101,54950.02,2026-08-18 10:00:00,WALLET,SUCCESS
TXN100241,M008,Harbor Analytics Pvt Ltd,CUST71080,32252.18,2026-08-12 09:00:00,UPI,SUCCESS
TXN100242,M008,Harbor Analytics Pvt Ltd,CUST58589,45816.92,2026-08-11 06:00:00,NETBANKING,SUCCESS
TXN100243,M007,Velocity Logistics Pvt Ltd,CUST29126,3220.07,2026-08-08 23:00:00,UPI,SUCCESS
TXN100244,M005,Orbit Mobility Pvt Ltd,CUST64732,33422.04,2026-08-19 18:00:00,NETBANKING,SUCCESS
TXN100245,M003,Nimbus Foods LLP,CUST84683,12173.41,2026-08-08 12:00:00,CARD,SUCCESS
TXN100246,M008,Harbor Analytics Pvt Ltd,CUST74044,33263.23,2026-08-11 08:00:00,WALLET,SUCCESS
TXN100247,M008,Harbor Analytics Pvt Ltd,CUST34123,10509.9,2026-08-12 05:00:00,UPI,SUCCESS
TXN100248,M001,ABC Technologies Pvt Ltd,CUST16358,50424.58,2026-08-03 21:00:00,UPI,SUCCESS
TXN100249,M007,Velocity Logistics Pvt. Ltd.,CUST29795,8680.75,2026-08-21 07:00:00,UPI,SUCCESS
TXN100250,M004,Craftline Traders Pvt Ltd,CUST90980,30591.11,2026-08-12 01:00:00,WALLET,SUCCESS
TXN100251,M008,Harbor Analytics Pvt Ltd,CUST63914,1436.04,2026-08-18 17:00:00,UPI,SUCCESS
TXN100251,M008,Harbor Analytics Pvt Ltd,CUST63914,1436.04,2026-08-18 17:00:00,UPI,SUCCESS
TXN100252,M001,ABC Technologies Pvt Ltd,CUST47576,32000.35,2026-08-09 17:00:00,UPI,SUCCESS
TXN100253,M007,Velocity Logistics Pvt Ltd,CUST22624,48466.98,2026-08-06 03:00:00,CARD,SUCCESS
TXN100254,M004,Craftline Traders Pvt Ltd,CUST56457,11919.96,2026-08-17 08:00:00,NETBANKING,SUCCESS
TXN100255,M007,Velocity Logistics Pvt Ltd,CUST84055,5201.65,2026-08-13 14:00:00,CARD,SUCCESS
TXN100256,M004,Craftline Traders Pvt Ltd,CUST22255,18348.49,2026-08-03 20:00:00,WALLET,SUCCESS
TXN100257,M007,Velocity Logistics Pvt Ltd,CUST93459,22941.59,2026-08-16 01:00:00,UPI,SUCCESS
TXN100258,M003,Nimbus Foods LLP,CUST79226,5419.82,2026-08-14 20:00:00,UPI,SUCCESS
TXN100259,M004,Craftline Traders Pvt Ltd,CUST45532,13079.31,2026-08-19 15:00:00,UPI,SUCCESS
TXN100260,M002,Bluewave Retail Pvt Ltd,CUST83860,41223.51,2026-08-09 17:00:00,UPI,SUCCESS
TXN100260,M002,Bluewave Retail Pvt Ltd,CUST83860,41223.51,2026-08-09 17:00:00,UPI,SUCCESS
TXN100261,M003,Nimbus Foods LLP,CUST37152,55761.6,2026-08-11 00:00:00,CARD,SUCCESS
TXN100262,M007,Velocity Logistics Pvt Ltd,CUST83919,55768.06,2026-08-10 05:00:00,CARD,SUCCESS
TXN100263,M007,Velocity Logistics Pvt Ltd,CUST20279,40783.58,2026-08-18 10:00:00,NETBANKING,SUCCESS
TXN100264,M001,ABC Technologies Pvt Ltd,CUST54642,6312.3,2026-08-08 02:00:00,WALLET,SUCCESS
TXN100264,M001,ABC Technologies Pvt Ltd,CUST54642,6312.3,2026-08-08 02:00:00,WALLET,SUCCESS
TXN100265,M006,Sundrop Organics Pvt Ltd,CUST82487,2262.73,2026-08-09 14:00:00,WALLET,SUCCESS
TXN100266,M007,Velocity Logistics Pvt Ltd,CUST59816,11551.4,2026-08-19 21:00:00,UPI,SUCCESS
TXN100267,M005,Orbit Mobility Pvt Ltd,CUST45123,47984.28,2026-08-03 02:00:00,CARD,SUCCESS
TXN100268,M007,Velocity Logistics Pvt Ltd,CUST61068,42844.79,2026-08-21 04:00:00,NETBANKING,SUCCESS
TXN100269,M006,Sundrop Organics Pvt Ltd,CUST68292,6839.78,2026-08-01 09:00:00,NETBANKING,SUCCESS
TXN100270,M005,Orbit Mobility Pvt Ltd,CUST66489,6582.77,2026-08-03 05:00:00,WALLET,SUCCESS
TXN100271,M007,Velocity Logistics Pvt Ltd,CUST82642,6645.93,2026-08-03 11:00:00,UPI,SUCCESS
TXN100272,M006,Sundrop Organics Pvt Ltd,CUST60829,51891.23,2026-08-01 09:00:00,UPI,SUCCESS
TXN100273,M004,Craftline Traders Pvt Ltd,CUST59903,34531.65,2026-08-06 21:00:00,CARD,SUCCESS
TXN100274,M003,Nimbus Foods LLP,CUST29127,16500.68,2026-08-09 15:00:00,UPI,SUCCESS
TXN100275,M003,Nimbus Foods LLP,CUST73469,26363.24,2026-08-14 09:00:00,UPI,SUCCESS
TXN100276,M006,Sundrop Organics Pvt Ltd,CUST91924,15476.13,2026-08-08 23:00:00,WALLET,SUCCESS
TXN100277,M004,Craftline Traders Pvt Ltd,CUST61864,27742.77,2026-08-05 09:00:00,NETBANKING,SUCCESS
TXN100278,M007,Velocity Logistics Pvt Ltd,CUST53874,48342.55,2026-08-11 14:00:00,WALLET,SUCCESS
TXN100279,M003,Nimbus Foods L.L.P.,CUST72784,18375.9,2026-08-20 22:00:00,NETBANKING,SUCCESS
TXN100280,M003,Nimbus Foods LLP,CUST92955,57892.19,2026-08-11 09:00:00,WALLET,SUCCESS
TXN100281,M004,CRAFTLINE TRADERS,CUST24927,19890.23,2026-08-09 12:00:00,CARD,SUCCESS
TXN100282,M003,Nimbus Food LLP,CUST70505,41061.9,2026-08-18 00:00:00,CARD,SUCCESS
TXN100283,M008,Harbor Analytics Pvt Ltd,CUST98208,47962.29,2026-08-03 13:00:00,WALLET,SUCCESS
TXN100284,M003,Nimbus Foods LLP,CUST96332,38183.49,2026-08-08 08:00:00,CARD,SUCCESS
TXN100285,M007,Velocity Logistics Pvt Ltd,CUST88372,47450.07,2026-08-03 14:00:00,WALLET,SUCCESS
TXN100286,M007,Velocity Logistics Pvt Ltd,CUST80373,32294.86,2026-08-14 17:00:00,UPI,SUCCESS
TXN100287,M002,Bluewave Retail Pvt Ltd,CUST15806,46252.77,2026-08-12 05:00:00,WALLET,SUCCESS
TXN100288,M006,Sundrop Organics Pvt Ltd,CUST11382,57960.15,2026-08-14 03:00:00,UPI,SUCCESS
TXN100289,M005,Orbit Mobility Pvt Ltd,CUST85397,13709.06,2026-08-17 17:00:00,CARD,SUCCESS
TXN100290,M008,Harbor Analytics Pvt Ltd,CUST87147,22760.11,2026-08-15 21:00:00,CARD,SUCCESS
TXN100291,M006,Sundrop Organics Pvt Ltd,CUST48722,59863.31,2026-08-16 03:00:00,WALLET,SUCCESS
TXN100292,M002,Bluewave Retail Pvt Ltd,CUST50880,7406.13,2026-08-05 11:00:00,NETBANKING,SUCCESS
TXN100293,M008,HARBOR ANALYTICS,CUST72411,47164.06,2026-08-17 15:00:00,UPI,SUCCESS
TXN100294,M008,Harbor Analytics Pvt Ltd,CUST25084,43458.64,2026-08-15 10:00:00,UPI,SUCCESS
TXN100295,M006,Sundrop Organics Pvt Ltd,CUST41970,39054.21,2026-08-06 23:00:00,CARD,SUCCESS
TXN100296,M003,Nimbus Foods LLP,CUST40389,20193.88,2026-08-14 14:00:00,WALLET,SUCCESS
TXN100297,M003,Nimbus Foods LLP,CUST13826,11590.02,2026-08-14 12:00:00,CARD,SUCCESS
TXN100297,M003,Nimbus Foods LLP,CUST13826,11590.02,2026-08-14 12:00:00,CARD,SUCCESS
TXN100298,M008,Harbor Analytics Pvt Ltd,CUST46483,35736.09,2026-08-13 00:00:00,UPI,SUCCESS
TXN100299,M002,Bluewave Retail Pvt Ltd,CUST35830,48070.39,2026-08-18 05:00:00,WALLET,SUCCESS
TXN100300,M002,Bluewave Retail Pvt Ltd,CUST93769,16110.03,2026-08-16 16:00:00,NETBANKING,SUCCESS
TXN100301,M007,Velocity Logistics Pvt Ltd,CUST55603,36872.85,2026-08-19 03:00:00,NETBANKING,SUCCESS
TXN100302,M008,Harbor Analytics Pvt Ltd,CUST21108,37233.08,2026-08-10 19:00:00,CARD,SUCCESS
TXN100303,M006,Sundrop Organics Pvt Ltd,CUST33992,7512.77,2026-08-10 03:00:00,NETBANKING,SUCCESS
TXN100304,M003,Nimbus Foods LLP,CUST65448,30894.08,2026-08-14 19:00:00,CARD,SUCCESS
TXN100305,M008,Harbor Analytics Pvt Ltd,CUST82733,38312.35,2026-08-21 05:00:00,CARD,SUCCESS
TXN100306,M008,Harbor Analytics Pvt Ltd,CUST69113,17685.67,2026-08-06 10:00:00,UPI,SUCCESS
TXN100307,M006,Sundrop Organics Pvt Ltd,CUST35575,57134.6,2026-08-16 04:00:00,WALLET,SUCCESS
TXN100308,M008,Harbor Analytics Pvt Ltd,CUST74054,24843.49,2026-08-16 13:00:00,CARD,SUCCESS
TXN100309,M002,Bluewave Retail Pvt Ltd,CUST14285,34141.17,2026-08-08 09:00:00,NETBANKING,SUCCESS
TXN100310,M004,Craftline Traders Pvt Ltd,CUST84140,32487.71,2026-08-06 14:00:00,WALLET,SUCCESS
TXN100311,M002,BLUEWAVE RETAIL,CUST81046,34576.49,2026-08-09 17:00:00,UPI,SUCCESS
TXN100312,M008,Harbor Analytics Pvt Ltd,CUST95678,33008.02,2026-08-14 03:00:00,CARD,SUCCESS
TXN100313,M005,Orbit Mobility Pvt Ltd,CUST67549,52551.19,2026-08-02 14:00:00,UPI,SUCCESS
TXN100314,M004,Craftline Traders Pvt Ltd,CUST55957,12987.75,2026-08-19 22:00:00,WALLET,SUCCESS
TXN100315,M003,Nimbus Foods LLP,CUST17780,37161.0,2026-08-07 06:00:00,NETBANKING,SUCCESS
TXN100316,M005,ORBIT MOBILITY,CUST47923,36013.03,2026-08-06 10:00:00,NETBANKING,SUCCESS
TXN100317,M002,Bluewave Retail Pvt Ltd,CUST27392,8567.54,2026-08-14 01:00:00,CARD,SUCCESS
TXN100318,M003,NIMBUS FOODS,CUST74154,42827.99,2026-08-08 21:00:00,CARD,SUCCESS
TXN100319,M005,Orbit Mobility Pvt Ltd,CUST19898,37854.86,2026-08-13 14:00:00,UPI,SUCCESS
TXN100320,M007,Velocity Logistics Pvt Ltd,CUST58374,31179.0,2026-08-09 22:00:00,WALLET,SUCCESS
TXN100321,M008,Harbor Analytics Pvt Ltd,CUST22208,19973.71,2026-08-01 23:00:00,WALLET,SUCCESS
TXN100322,M006,Sundrop Organics Pvt Ltd,CUST38551,51081.32,2026-08-18 12:00:00,WALLET,SUCCESS
TXN100323,M004,Craftline Traders Pvt Ltd,CUST54270,29935.54,2026-08-11 09:00:00,CARD,SUCCESS
TXN100324,M008,Harbor Analytics Pvt Ltd,CUST12134,47404.07,2026-08-02 01:00:00,UPI,SUCCESS
TXN100325,M003,Nimbus Foods LLP,CUST27290,26756.51,2026-08-01 13:00:00,NETBANKING,SUCCESS
TXN100326,M003,Nimbus Foods LLP,CUST95798,52528.19,2026-08-09 02:00:00,NETBANKING,SUCCESS
TXN100327,M005,Orbit Mobility Pvt Ltd,CUST91999,5404.02,2026-08-21 05:00:00,NETBANKING,SUCCESS
TXN100328,M004,Craftline Traders Pvt Ltd,CUST22475,26039.24,2026-08-03 22:00:00,UPI,SUCCESS
TXN100328,M004,Craftline Traders Pvt Ltd,CUST22475,26039.24,2026-08-03 22:00:00,UPI,SUCCESS
TXN100329,M004,Craftline Traders Pvt Ltd,CUST99126,28870.0,2026-08-05 18:00:00,WALLET,SUCCESS
TXN100330,M001,ABC Technologies Pvt Ltd,CUST65353,979.72,2026-08-11 03:00:00,CARD,SUCCESS
TXN100330,M001,ABC Technologies Pvt Ltd,CUST65353,979.72,2026-08-11 03:00:00,CARD,SUCCESS
TXN100331,M008,Harbor Analytics Pvt Ltd,CUST23425,4714.28,2026-08-13 02:00:00,UPI,SUCCESS
TXN100332,M006,Sundrop Organics Pvt Ltd,CUST60164,22369.92,2026-08-10 04:00:00,CARD,SUCCESS
TXN100333,M003,Nimbus Foods LLP,CUST95199,4570.49,2026-08-19 00:00:00,CARD,SUCCESS
TXN100334,M008,Harbor Analytics Pvt Ltd,CUST63963,21395.67,2026-08-07 20:00:00,WALLET,SUCCESS
TXN100335,M004,Craftline Traders Pvt Ltd,CUST26142,5657.94,2026-08-04 04:00:00,WALLET,SUCCESS
TXN100336,M006,Sundrop Organics Pvt Ltd,CUST42477,57813.3,2026-08-11 04:00:00,NETBANKING,SUCCESS
TXN100337,M002,Bluewave Retail Pvt Ltd,CUST89638,15265.94,2026-08-20 19:00:00,NETBANKING,SUCCESS
TXN100338,M001,ABC Technologies Pvt Ltd,CUST77862,50949.58,2026-08-10 06:00:00,CARD,SUCCESS
TXN100339,M007,Velocity Logistics Pvt Ltd,CUST74865,18084.75,2026-08-02 07:00:00,WALLET,SUCCESS
TXN100340,M002,Bluewave Retail Pvt Ltd,CUST19307,14844.36,2026-08-21 19:00:00,UPI,SUCCESS
TXN100341,M006,Sundrop Organics Pvt Ltd,CUST84498,56068.5,2026-08-05 12:00:00,WALLET,SUCCESS
TXN100342,M006,Sundrop Organics Pvt Ltd,CUST19567,33008.2,2026-08-06 15:00:00,UPI,SUCCESS
TXN100342,M006,Sundrop Organics Pvt Ltd,CUST19567,33008.2,2026-08-06 15:00:00,UPI,SUCCESS
TXN100343,M002,Bluewave Retail Pvt Ltd,CUST17925,1320.71,2026-08-07 01:00:00,WALLET,SUCCESS
TXN100344,M005,Orbit Mobility Pvt Ltd,CUST65518,37899.96,2026-08-17 13:00:00,WALLET,SUCCESS
TXN100345,M002,Bluewave Retail Pvt Ltd,CUST30012,38611.97,2026-08-18 19:00:00,NETBANKING,SUCCESS
TXN100346,M002,Bluewave Retail Pvt Ltd,CUST30365,18939.46,2026-08-17 06:00:00,NETBANKING,SUCCESS
TXN100347,M007,Velocity Logistics Pvt Ltd,CUST94299,35393.01,2026-08-21 21:00:00,UPI,SUCCESS
TXN100348,M005,Orbit Mobility Pvt Ltd,CUST42044,42071.21,2026-08-08 01:00:00,UPI,SUCCESS
TXN100349,M007,Velocity Logistics Pvt. Ltd.,CUST50539,7401.2,2026-08-20 19:00:00,CARD,SUCCESS
TXN100350,M002,Bluewave Retail Pvt Ltd,CUST11487,1253.57,2026-08-05 22:00:00,CARD,SUCCESS
TXN100351,M008,Harbor Analytics Pvt Ltd,CUST43980,57204.46,2026-08-17 16:00:00,CARD,SUCCESS
TXN100352,M006,Sundrop Organics Pvt Ltd,CUST25473,8052.37,2026-08-09 23:00:00,UPI,SUCCESS
TXN100353,M006,Sundrop Organics Pvt. Ltd.,CUST44465,48522.92,2026-08-09 16:00:00,UPI,SUCCESS
TXN100354,M008,Harbor Analytics Pvt Ltd,CUST84302,27584.27,2026-08-12 01:00:00,CARD,SUCCESS
TXN100355,M006,Sundrop Organics Pvt Ltd,CUST39937,9859.94,2026-08-04 18:00:00,UPI,SUCCESS
TXN100356,M001,ABC Technologies Pvt Ltd,CUST16026,51592.0,2026-08-01 07:00:00,WALLET,SUCCESS
TXN100357,M006,Sundrop Organics Pvt Ltd,CUST14635,23287.28,2026-08-05 05:00:00,WALLET,SUCCESS
TXN100358,M004,Craftline Traders Pvt Ltd,CUST51934,19647.22,2026-08-14 23:00:00,NETBANKING,SUCCESS
TXN100359,M002,Bluewave Retail Pvt Ltd,CUST98254,34506.39,2026-08-04 16:00:00,UPI,SUCCESS
TXN100360,M003,Nimbus Foods LLP,CUST62550,13779.51,2026-08-17 01:00:00,UPI,SUCCESS
TXN100361,M008,Harbor Analytics Pvt Ltd,CUST11044,52028.92,2026-08-10 10:00:00,NETBANKING,SUCCESS
TXN100362,M004,Craftline Traders Pvt Ltd,CUST91620,17849.91,2026-08-10 23:00:00,CARD,SUCCESS
TXN100363,M008,Harbor Analytics Pvt Ltd,CUST81638,22412.28,2026-08-16 06:00:00,CARD,SUCCESS
TXN100364,M003,Nimbus Foods LLP,CUST55406,879.48,2026-08-14 00:00:00,UPI,SUCCESS
TXN100365,M006,Sundrop Organics Pvt Ltd,CUST50306,586.99,2026-08-13 23:00:00,UPI,SUCCESS
TXN100365,M006,Sundrop Organics Pvt Ltd,CUST50306,586.99,2026-08-13 23:00:00,UPI,SUCCESS
TXN100366,M004,Craftline Traders Pvt Ltd,CUST74491,32023.96,2026-08-08 13:00:00,UPI,SUCCESS
TXN100367,M003,Nimbus Foods LLP,CUST40339,42843.32,2026-08-03 01:00:00,WALLET,SUCCESS
TXN100368,M006,Sundrop Organics Pvt Ltd,CUST22527,27778.25,2026-08-03 18:00:00,CARD,SUCCESS
TXN100369,M007,Velocity Logistics Pvt Ltd,CUST27132,4952.41,2026-08-19 01:00:00,CARD,SUCCESS
TXN100370,M005,Orbit Mobility Pvt Ltd,CUST52762,16028.96,2026-08-11 12:00:00,NETBANKING,SUCCESS
TXN100371,M008,Harbor Analytics Pvt Ltd,CUST27840,16681.37,2026-08-03 06:00:00,UPI,SUCCESS
TXN100372,M003,Nimbus Foods LLP,CUST63282,6786.64,2026-08-15 14:00:00,UPI,SUCCESS
TXN100373,M006,Sundrop Organics Pvt Ltd,CUST50410,57895.77,2026-08-07 14:00:00,WALLET,SUCCESS
TXN100374,M005,Orbit Mobility Pvt Ltd,CUST89076,51222.69,2026-08-03 05:00:00,UPI,SUCCESS
TXN100375,M004,Craftline Traders Pvt. Ltd.,CUST42534,50237.52,2026-08-11 04:00:00,NETBANKING,SUCCESS
TXN100376,M007,Velocity Logistics Pvt Ltd,CUST32789,31050.85,2026-08-10 08:00:00,UPI,SUCCESS
TXN100377,M007,Velocity Logistics Pvt Ltd,CUST82105,51348.78,2026-08-18 23:00:00,CARD,SUCCESS
TXN100378,M002,Bluewave Retail Pvt Ltd,CUST11567,27991.57,2026-08-05 03:00:00,UPI,SUCCESS
TXN100379,M004,Craftline Traders Pvt Ltd,CUST99952,8277.56,2026-08-13 11:00:00,UPI,SUCCESS
TXN100380,M005,Orbit Mobility Pvt. Ltd.,CUST35919,55087.0,2026-08-03 00:00:00,WALLET,SUCCESS
TXN100381,M003,Nimbus Foods LLP,CUST70423,5972.73,2026-08-11 03:00:00,UPI,SUCCESS
TXN100382,M003,Nimbus Foods LLP,CUST61773,55485.84,2026-08-14 23:00:00,WALLET,SUCCESS
TXN100383,M001,ABC Technologies Pvt Ltd,CUST56392,23272.4,2026-08-14 05:00:00,CARD,SUCCESS
TXN100384,M003,Nimbus Foods LLP,CUST94840,16861.42,2026-08-15 04:00:00,NETBANKING,SUCCESS
TXN100385,M008,Harbor Analytics Pvt Ltd,CUST21497,25013.54,2026-08-18 15:00:00,NETBANKING,SUCCESS
TXN100386,M007,Velocity Logistics Pvt Ltd,CUST78919,8665.54,2026-08-07 20:00:00,CARD,SUCCESS
TXN100386,M007,Velocity Logistics Pvt Ltd,CUST78919,8665.54,2026-08-07 20:00:00,CARD,SUCCESS
TXN100387,M001,ABC Technologies Pvt Ltd,CUST81371,59369.52,2026-08-12 15:00:00,WALLET,SUCCESS
TXN100388,M006,Sundrop Organics Pvt Ltd,CUST60905,54804.28,2026-08-17 10:00:00,NETBANKING,SUCCESS
TXN100389,M003,Nimbus Foods LLP,CUST13840,2050.75,2026-08-20 07:00:00,NETBANKING,SUCCESS
TXN100390,M001,ABC Technologies Pvt Ltd,CUST56849,48614.91,2026-08-16 16:00:00,CARD,SUCCESS
TXN100391,M003,Nimbus Foods LLP,CUST79951,6457.99,2026-08-08 08:00:00,UPI,SUCCESS
TXN100392,M004,Craftline Traders Pvt Ltd,CUST33081,34753.68,2026-08-13 11:00:00,CARD,SUCCESS
TXN100393,M006,Sundrop Organics Pvt Ltd,CUST84403,48469.51,2026-08-12 18:00:00,CARD,SUCCESS
TXN100394,M004,Craftline Traders Pvt Ltd,CUST50508,50283.46,2026-08-16 17:00:00,CARD,SUCCESS
TXN100395,M008,Harbor Analytics Pvt Ltd,CUST79002,2758.84,2026-08-02 07:00:00,WALLET,SUCCESS
TXN100396,M001,ABC Technologies Pvt Ltd,CUST54663,20238.17,2026-08-20 06:00:00,CARD,SUCCESS
TXN100397,M006,Sundrop Organics Pvt Ltd,CUST24538,4043.58,2026-08-05 18:00:00,NETBANKING,SUCCESS
TXN100398,M002,Bluewave Retail Pvt Ltd,CUST23242,22728.65,2026-08-13 18:00:00,NETBANKING,SUCCESS
TXN100399,M005,Orbit Mobility Pvt Ltd,CUST67261,19694.89,2026-08-06 23:00:00,WALLET,SUCCESS
TXN100400,M006,Sundrop Organics Pvt Ltd,CUST90440,10865.06,2026-08-18 22:00:00,NETBANKING,SUCCESS
TXN100401,M004,Craftline Traders Pvt Ltd,CUST50215,40099.13,2026-08-06 12:00:00,NETBANKING,SUCCESS
TXN100402,M003,Nimbus Foods LLP,CUST85082,11073.64,2026-08-01 22:00:00,WALLET,SUCCESS
TXN100403,M001,ABC Technologies Pvt Ltd,CUST38953,11333.86,2026-08-11 19:00:00,UPI,SUCCESS
TXN100403,M001,ABC Technologies Pvt Ltd,CUST38953,11333.86,2026-08-11 19:00:00,UPI,SUCCESS
TXN100404,M008,Harbor Analytics Pvt Ltd,CUST55457,8868.28,2026-08-03 07:00:00,NETBANKING,SUCCESS
TXN100405,M003,Nimbus Foods LLP,CUST97821,38353.11,2026-08-03 22:00:00,NETBANKING,SUCCESS
TXN100406,M008,Harbor Analytics Pvt Ltd,CUST18885,1178.04,2026-08-07 07:00:00,NETBANKING,SUCCESS
TXN100407,M005,Orbit Mobility Pvt Ltd,CUST60585,47327.69,2026-08-01 01:00:00,WALLET,SUCCESS
TXN100408,M007,Velocity Logistics Pvt Ltd,CUST59638,58161.56,2026-08-14 15:00:00,NETBANKING,SUCCESS
TXN100409,M007,Velocity Logistics Pvt Ltd,CUST95323,6535.0,2026-08-16 18:00:00,CARD,SUCCESS
TXN100410,M003,Nimbus Foods LLP,CUST12631,27351.6,2026-08-02 09:00:00,NETBANKING,SUCCESS
TXN100411,M005,Orbit Mobility Pvt Ltd,CUST32296,57123.9,2026-08-03 10:00:00,WALLET,SUCCESS
TXN100412,M003,Nimbus Foods LLP,CUST54295,44053.11,2026-08-18 02:00:00,WALLET,SUCCESS
TXN100413,M001,ABC Technologies Pvt Ltd,CUST89602,26163.74,2026-08-21 05:00:00,WALLET,SUCCESS
TXN100414,M003,Nimbus Foods LLP,CUST63645,3686.57,2026-08-11 06:00:00,NETBANKING,SUCCESS
TXN100415,M005,Orbit Mobility Pvt Ltd,CUST84943,18195.34,2026-08-04 01:00:00,WALLET,SUCCESS
TXN100416,M003,Nimbus Foods LLP,CUST21485,3743.04,2026-08-01 13:00:00,NETBANKING,SUCCESS
TXN100417,M008,Harbor Analytics Pvt Ltd,CUST48248,12380.65,2026-08-01 06:00:00,UPI,SUCCESS
TXN100418,M008,Harbor Analytics Pvt Ltd,CUST96643,50704.26,2026-08-10 12:00:00,NETBANKING,SUCCESS
TXN100419,M002,Bluewave Retail Pvt Ltd,CUST58630,38691.05,2026-08-13 05:00:00,WALLET,SUCCESS
TXN100420,M006,Sundrop Organics Pvt Ltd,CUST67637,11601.68,2026-08-02 08:00:00,WALLET,SUCCESS
TXN100421,M005,Orbit Mobility Pvt Ltd,CUST18079,13961.42,2026-08-09 18:00:00,CARD,SUCCESS
TXN100422,M002,Bluewave Retail Pvt Ltd,CUST64262,5599.59,2026-08-12 17:00:00,CARD,SUCCESS
TXN100423,M001,ABC Technologies Pvt Ltd,CUST72236,50527.43,2026-08-17 13:00:00,CARD,SUCCESS
TXN100424,M008,Harbor Analytics Pvt Ltd,CUST75811,18281.7,2026-08-13 22:00:00,CARD,SUCCESS
TXN100425,M002,Bluewave Retail Pvt Ltd,CUST37772,56980.66,2026-08-15 05:00:00,CARD,SUCCESS
TXN100426,M003,Nimbus Foods LLP,CUST67067,3039.22,2026-08-03 21:00:00,CARD,SUCCESS
TXN100427,M003,Nimbus Foods LLP,CUST18783,50129.43,2026-08-09 10:00:00,UPI,SUCCESS
TXN100428,M007,Velocity Logistics Pvt Ltd,CUST11620,33603.67,2026-08-18 10:00:00,WALLET,SUCCESS
TXN100429,M002,Bluewave Retail Pvt Ltd,CUST87061,25159.32,2026-08-05 18:00:00,UPI,SUCCESS
TXN100430,M002,Bluewave Retail Pvt Ltd,CUST80206,33979.68,2026-08-04 09:00:00,NETBANKING,SUCCESS
TXN100431,M007,Velocity Logistics Pvt Ltd,CUST72003,16216.13,2026-08-21 15:00:00,UPI,SUCCESS
TXN100432,M003,Nimbus Foods LLP,CUST89777,16887.14,2026-08-05 19:00:00,WALLET,SUCCESS
TXN100433,M001,ABC Technologies Pvt Ltd,CUST41139,24049.67,2026-08-11 22:00:00,UPI,SUCCESS
TXN100434,M008,Harbor Analytics Pvt Ltd,CUST54284,55289.68,2026-08-12 00:00:00,NETBANKING,SUCCESS
TXN100435,M005,Orbit Mobility Pvt Ltd,CUST39878,17180.63,2026-08-16 22:00:00,CARD,SUCCESS
TXN100436,M005,Orbit Mobility Pvt Ltd,CUST64627,58466.06,2026-08-15 10:00:00,UPI,SUCCESS
TXN100437,M004,Craftline Traders Pvt Ltd,CUST73499,26782.14,2026-08-14 23:00:00,NETBANKING,SUCCESS
TXN100438,M001,ABC Technologies Pvt Ltd,CUST50779,31158.55,2026-08-06 02:00:00,WALLET,SUCCESS
TXN100439,M003,Nimbus Foods LLP,CUST13794,46940.73,2026-08-17 18:00:00,CARD,SUCCESS
TXN100440,M004,Craftline Traders Pvt Ltd,CUST42701,52573.24,2026-08-07 01:00:00,UPI,SUCCESS
TXN100441,M008,Harbor Analytics Pvt Ltd,CUST36097,3508.28,2026-08-12 22:00:00,NETBANKING,SUCCESS
TXN100442,M006,Sundrop Organics Pvt Ltd,CUST26236,49498.62,2026-08-17 12:00:00,UPI,SUCCESS
