transaction_id,tax_type,tax_rate,tax_amount
TXN100874,GST,18.0,40.9
TXN100875,GST,18.0,174.36
TXN100876,GST,18.0,106.56
TXN100877,GST,18.0,4.22
TXN100878,GST,18.0,203.39
TXN100880,GST,18.0,32.36
TXN100881,GST,18.0,52.3
TXN100882,GST,18.0,214.26
TXN100883,GST,18.0,12.99
TXN100885,GST,18.0,137.45
TXN100886,GST,18.0,206.38
TXN100887,GST,18.0,33.81
TXN100888,GST,18.0,63.42
TXN100889,GST,18.0,34.76
TXN100890,GST,18.0,53.29
TXN100891,GST,18.0,66.02
TXN100892,GST,18.0,49.87
TXN100893,GST,18.0,103.35
TXN100894,GST,18.0,253.95
TXN100895,GST,18.0,139.0
TXN100896,GST,18.0,43.29
TXN100897,GST,18.0,69.93
TXN100898,GST,18.0,116.26
TXN100899,GST,18.0,168.26
TXN100900,GST,18.0,116.94
TXN100901,GST,18.0,104.19
TXN100902,GST,18.0,103.05
TXN100903,GST,18.0,27.72
TXN100904,GST,18.0,93.27
TXN100905,GST,18.0,107.73
TXN100906,GST,18.0,211.61
TXN100907,GST,18.0,16.81
TXN100908,GST,18.0,108.07
TXN100909,GST,18.0,65.4
TXN100910,GST,18.0,54.21
TXN100911,GST,18.0,69.48
TXN100912,GST,18.0,116.67
TXN100913,GST,18.0,4.99
TXN100914,GST,18.0,93.53
TXN100915,GST,18.0,54.11
TXN100916,GST,18.0,65.66
TXN100917,GST,18.0,111.39
TXN100919,GST,18.0,230.05
TXN100920,GST,18.0,45.04
TXN100921,GST,18.0,36.5
TXN100922,GST,18.0,152.2
TXN100923,GST,18.0,38.4
TXN100924,GST,18.0,154.03
TXN100925,GST,18.0,146.24
TXN100926,GST,18.0,63.19
TXN100927,GST,18.0,145.47
TXN100928,GST,18.0,117.63
TXN100929,GST,18.0,108.2
TXN100930,GST,18.0,40.92
TXN100931,GST,18.0,67.53
TXN100932,GST,18.0,135.63
TXN100933,GST,18.0,189.55
TXN100934,GST,18.0,115.88
TXN100935,GST,18.0,2.46
TXN100937,GST,18.0,134.89
TXN100938,GST,18.0,6.49
TXN100940,GST,18.0,0
TXN100941,GST,18.0,98.64
TXN100942,GST,18.0,62.53
TXN100943,GST,18.0,83.41
TXN100944,GST,18.0,165.91
TXN100945,GST,18.0,85.58
TXN100946,GST,18.0,195.01
TXN100947,GST,18.0,88.95
TXN100948,GST,18.0,91.5
TXN100949,GST,18.0,37.08
TXN100950,GST,18.0,120.92
TXN100951,GST,18.0,167.8
TXN100953,GST,18.0,58.18
TXN100954,GST,18.0,4.46
TXN100955,GST,18.0,6.75
TXN100956,GST,18.0,17.47
TXN100957,GST,18.0,53.58
TXN100958,GST,18.0,39.45
TXN100959,GST,18.0,17.62
TXN100960,GST,18.0,225.42
TXN100961,GST,18.0,164.96
TXN100962,GST,18.0,111.61
TXN100963,GST,18.0,30.82
TXN100964,GST,18.0,55.14
TXN100965,GST,18.0,166.84
TXN100966,GST,18.0,238.31
TXN100967,GST,18.0,4.04
TXN100968,GST,18.0,24.87
TXN100969,GST,18.0,13.94
TXN100970,GST,18.0,188.68
TXN100971,GST,18.0,94.2
TXN100972,GST,18.0,148.01
TXN100973,GST,18.0,59.98
TXN100974,GST,18.0,117.8
TXN100975,GST,18.0,125.94
TXN100976,GST,18.0,85.81
TXN100977,GST,18.0,229.35
TXN100978,GST,18.0,116.33
TXN100979,GST,18.0,95.3
TXN100980,GST,18.0,94.59
TXN100981,GST,18.0,98.08
TXN100982,GST,18.0,120.69
TXN100983,GST,18.0,78.9
TXN100984,GST,18.0,128.12
TXN100985,GST,18.0,27.97
TXN100987,GST,18.0,143.76
TXN100988,GST,18.0,10.69
TXN100989,GST,18.0,6.91
TXN100990,GST,18.0,149.04
TXN100991,GST,18.0,114.58
TXN100992,GST,18.0,118.81
TXN100993,GST,18.0,139.08
TXN100994,GST,18.0,70.43
TXN100995,GST,18.0,98.36
TXN100996,GST,18.0,0
TXN100997,GST,18.0,172.88
TXN100998,GST,18.0,151.95
TXN100999,GST,18.0,146.18
