journal_id,merchant_id,transaction_id,debit,credit,account,date
JNL400374,M005,TXN100374,0.0,50282.19,Merchant Payable,2026-08-04
JNL400375,M004,TXN100375,0.0,49217.89,Merchant Payable,2026-08-12
JNL400376,M007,TXN100376,0.0,30169.25,Merchant Payable,2026-08-11
JNL400377,M007,TXN100377,0.0,49894.74,Merchant Payable,2026-08-19
JNL400378,M002,TXN100378,0.0,27486.21,Merchant Payable,2026-08-06
JNL400379,M004,TXN100379,0.0,8109.56,Merchant Payable,2026-08-14
JNL400380,M005,TXN100380,0.0,53630.94,Merchant Payable,2026-08-04
JNL400381,M003,TXN100381,0.0,5847.28,Merchant Payable,2026-08-13
JNL400382,M003,TXN100382,0.0,54320.41,Merchant Payable,2026-08-15
JNL400383,M001,TXN100383,0.0,22682.36,Merchant Payable,2026-08-15
JNL400384,M003,TXN100384,0.0,16445.14,Merchant Payable,2026-08-16
JNL400385,M008,TXN100385,0.0,24538.33,Merchant Payable,2026-08-20
JNL400386,M007,TXN100386,0.0,8415.25,Merchant Payable,2026-08-08
JNL400387,M001,TXN100387,0.0,57867.96,Merchant Payable,2026-08-13
JNL400388,M006,TXN100388,0.0,53394.5,Merchant Payable,2026-08-18
JNL400389,M003,TXN100389,0.0,2007.68,Merchant Payable,2026-08-21
JNL400390,M001,TXN100390,0.0,47384.93,Merchant Payable,2026-08-17
JNL400391,M003,TXN100391,0.0,6322.35,Merchant Payable,2026-08-09
JNL400392,M004,TXN100392,0.0,33577.48,Merchant Payable,2026-08-14
JNL400393,M006,TXN100393,0.0,47282.54,Merchant Payable,2026-08-13
JNL400394,M004,TXN100394,0.0,49262.9,Merchant Payable,2026-08-17
JNL400395,M008,TXN100395,0.0,2380.42,Merchant Payable,2026-08-03
JNL400396,M001,TXN100396,0.0,13839.11,Merchant Payable,2026-08-21
JNL400397,M006,TXN100397,0.0,3939.56,Merchant Payable,2026-08-06
JNL400399,M005,TXN100399,0.0,19174.31,Merchant Payable,2026-08-07
JNL400400,M006,TXN100400,0.0,10260.23,Merchant Payable,2026-08-19
JNL400401,M004,TXN100401,0.0,39285.27,Merchant Payable,2026-08-07
JNL400402,M003,TXN100402,0.0,10841.05,Merchant Payable,2026-08-02
JNL400403,M001,TXN100403,0.0,11045.3,Merchant Payable,2026-08-12
JNL400405,M003,TXN100405,0.0,37547.54,Merchant Payable,2026-08-04
JNL400406,M008,TXN100406,0.0,1150.04,Merchant Payable,2026-08-08
JNL400407,M005,TXN100407,0.0,46076.72,Merchant Payable,2026-08-02
JNL400408,M007,TXN100408,0.0,56515.39,Merchant Payable,2026-08-15
JNL400409,M007,TXN100409,0.0,6344.8,Merchant Payable,2026-08-17
JNL400410,M003,TXN100410,0.0,26777.11,Merchant Payable,2026-08-03
JNL400412,M003,TXN100412,0.0,43127.81,Merchant Payable,2026-08-19
JNL400413,M001,TXN100413,0.0,25500.7,Merchant Payable,2026-08-22
JNL400414,M003,TXN100414,0.0,3620.95,Merchant Payable,2026-08-12
JNL400415,M005,TXN100415,0.0,17714.4,Merchant Payable,2026-08-10
JNL400416,M003,TXN100416,0.0,3664.42,Merchant Payable,2026-08-02
JNL400417,M008,TXN100417,0.0,12003.72,Merchant Payable,2026-08-02
JNL400418,M008,TXN100418,0.0,49530.38,Merchant Payable,2026-08-11
JNL400420,M006,TXN100420,0.0,11303.23,Merchant Payable,2026-08-03
JNL400421,M005,TXN100421,0.0,13592.39,Merchant Payable,2026-08-10
JNL400422,M002,TXN100422,0.0,5498.5,Merchant Payable,2026-08-13
JNL400423,M001,TXN100423,0.0,48904.07,Merchant Payable,2026-08-18
JNL400424,M008,TXN100424,0.0,17932.8,Merchant Payable,2026-08-15
JNL400425,M002,TXN100425,0.0,55951.94,Merchant Payable,2026-08-22
JNL400426,M003,TXN100426,0.0,2975.38,Merchant Payable,2026-08-04
JNL400427,M003,TXN100427,0.0,49076.52,Merchant Payable,2026-08-10
JNL400428,M007,TXN100428,0.0,33085.56,Merchant Payable,2026-08-19
JNL400429,M002,TXN100429,0.0,24705.09,Merchant Payable,2026-08-06
JNL400430,M002,TXN100430,0.0,33366.21,Merchant Payable,2026-08-05
JNL400431,M007,TXN100431,0.0,10129.21,Merchant Payable,2026-08-22
JNL400432,M003,TXN100432,0.0,16532.44,Merchant Payable,2026-08-06
JNL400433,M001,TXN100433,0.0,23440.01,Merchant Payable,2026-08-12
JNL400434,M008,TXN100434,0.0,54246.43,Merchant Payable,2026-08-13
JNL400435,M005,TXN100435,0.0,16726.51,Merchant Payable,2026-08-18
JNL400436,M005,TXN100436,0.0,56959.54,Merchant Payable,2026-08-16
JNL400437,M004,TXN100437,0.0,26238.57,Merchant Payable,2026-08-15
JNL400438,M001,TXN100438,0.0,30369.38,Merchant Payable,2026-08-07
JNL400439,M003,TXN100439,0.0,45954.79,Merchant Payable,2026-08-18
JNL400440,M004,TXN100440,0.0,51506.21,Merchant Payable,2026-08-08
JNL400441,M008,TXN100441,0.0,3436.56,Merchant Payable,2026-08-13
JNL400442,M006,TXN100442,0.0,48289.8,Merchant Payable,2026-08-18
JNL400443,M004,TXN100443,0.0,22201.83,Merchant Payable,2026-08-21
JNL400444,M006,TXN100444,0.0,20443.05,Merchant Payable,2026-08-10
JNL400445,M007,TXN100445,0.0,3350.92,Merchant Payable,2026-08-20
JNL400446,M004,TXN100446,0.0,16075.77,Merchant Payable,2026-08-15
JNL400447,M008,TXN100447,0.0,53702.33,Merchant Payable,2026-08-23
JNL400448,M005,TXN100448,0.0,41773.91,Merchant Payable,2026-08-22
JNL400449,M006,TXN100449,0.0,26922.15,Merchant Payable,2026-08-08
JNL400450,M002,TXN100450,0.0,1261.56,Merchant Payable,2026-08-13
JNL400451,M008,TXN100451,0.0,2448.23,Merchant Payable,2026-08-10
JNL400452,M005,TXN100452,0.0,11397.97,Merchant Payable,2026-08-18
JNL400453,M006,TXN100453,0.0,39950.16,Merchant Payable,2026-08-02
JNL400454,M005,TXN100454,0.0,52640.19,Merchant Payable,2026-08-14
JNL400455,M008,TXN100455,0.0,53411.06,Merchant Payable,2026-08-13
JNL400456,M005,TXN100456,0.0,6166.09,Merchant Payable,2026-08-06
JNL400457,M006,TXN100457,0.0,38424.33,Merchant Payable,2026-08-11
JNL400458,M006,TXN100458,0.0,21821.03,Merchant Payable,2026-08-20
JNL400459,M002,TXN100459,0.0,28080.77,Merchant Payable,2026-08-08
JNL400460,M005,TXN100460,0.0,24416.97,Merchant Payable,2026-08-06
JNL400461,M007,TXN100461,0.0,57561.37,Merchant Payable,2026-08-23
JNL400462,M008,TXN100462,0.0,19904.85,Merchant Payable,2026-08-07
JNL400463,M001,TXN100463,0.0,26451.28,Merchant Payable,2026-08-08
JNL400464,M003,TXN100464,0.0,36283.09,Merchant Payable,2026-08-22
JNL400465,M008,TXN100465,0.0,22864.13,Merchant Payable,2026-08-03
JNL400466,M001,TXN100466,0.0,52219.16,Merchant Payable,2026-08-18
JNL400467,M004,TXN100467,0.0,13679.42,Merchant Payable,2026-08-13
JNL400468,M005,TXN100468,0.0,10161.82,Merchant Payable,2026-08-03
JNL400469,M006,TXN100469,0.0,25626.46,Merchant Payable,2026-08-06
JNL400470,M004,TXN100470,0.0,10101.31,Merchant Payable,2026-08-14
JNL400471,M003,TXN100471,0.0,12791.39,Merchant Payable,2026-08-02
JNL400472,M002,TXN100472,0.0,21909.36,Merchant Payable,2026-08-22
JNL400473,M001,TXN100473,0.0,34931.13,Merchant Payable,2026-08-03
JNL400474,M001,TXN100474,0.0,40488.78,Merchant Payable,2026-08-20
JNL400475,M008,TXN100475,0.0,41462.36,Merchant Payable,2026-08-08
JNL400476,M005,TXN100476,0.0,24866.72,Merchant Payable,2026-08-05
JNL400477,M007,TXN100477,0.0,48509.99,Merchant Payable,2026-08-05
JNL400478,M005,TXN100478,0.0,7091.22,Merchant Payable,2026-08-05
JNL400479,M005,TXN100479,0.0,48653.26,Merchant Payable,2026-08-08
JNL400480,M003,TXN100480,0.0,2511.84,Merchant Payable,2026-08-17
JNL400481,M004,TXN100481,0.0,649.46,Merchant Payable,2026-08-04
JNL400482,M003,TXN100482,0.0,55512.74,Merchant Payable,2026-08-18
JNL400483,M004,TXN100483,0.0,26856.05,Merchant Payable,2026-08-11
JNL400484,M005,TXN100484,0.0,21353.05,Merchant Payable,2026-08-12
JNL400486,M006,TXN100486,0.0,21212.79,Merchant Payable,2026-08-16
JNL400487,M006,TXN100487,0.0,47960.5,Merchant Payable,2026-08-07
JNL400488,M008,TXN100488,0.0,47185.77,Merchant Payable,2026-08-22
JNL400489,M001,TXN100489,0.0,57413.58,Merchant Payable,2026-08-07
JNL400490,M008,TXN100490,0.0,11067.37,Merchant Payable,2026-08-14
JNL400491,M003,TXN100491,0.0,28629.01,Merchant Payable,2026-08-17
JNL400492,M002,TXN100492,0.0,15775.91,Merchant Payable,2026-08-12
JNL400493,M006,TXN100493,0.0,30372.28,Merchant Payable,2026-08-21
JNL400495,M001,TXN100495,0.0,37485.77,Merchant Payable,2026-08-07
JNL400496,M002,TXN100496,0.0,44393.87,Merchant Payable,2026-08-19
JNL400497,M004,TXN100497,0.0,32579.55,Merchant Payable,2026-08-14
JNL400498,M008,TXN100498,0.0,26418.1,Merchant Payable,2026-08-20
JNL400499,M008,TXN100499,0.0,18593.53,Merchant Payable,2026-08-17
JNL400500,M001,TXN100500,0.0,32797.22,Merchant Payable,2026-08-02
JNL400501,M004,TXN100501,0.0,38647.82,Merchant Payable,2026-08-16
JNL400502,M004,TXN100502,0.0,49707.14,Merchant Payable,2026-08-12
JNL400503,M006,TXN100503,0.0,41988.23,Merchant Payable,2026-08-05
JNL400504,M001,TXN100504,0.0,20282.88,Merchant Payable,2026-08-22
JNL400505,M002,TXN100505,0.0,3165.6,Merchant Payable,2026-08-07
JNL400506,M002,TXN100506,0.0,15348.02,Merchant Payable,2026-08-09
JNL400507,M008,TXN100507,0.0,48443.07,Merchant Payable,2026-08-08
JNL400509,M008,TXN100509,0.0,1208.86,Merchant Payable,2026-08-03
JNL400510,M003,TXN100510,0.0,43041.0,Merchant Payable,2026-08-11
JNL400511,M007,TXN100511,0.0,24688.02,Merchant Payable,2026-08-21
JNL400512,M007,TXN100512,0.0,56196.89,Merchant Payable,2026-08-11
JNL400513,M007,TXN100513,0.0,35005.89,Merchant Payable,2026-08-18
JNL400514,M004,TXN100514,0.0,12200.16,Merchant Payable,2026-08-21
JNL400515,M003,TXN100515,0.0,57929.3,Merchant Payable,2026-08-22
JNL400516,M008,TXN100516,0.0,34511.08,Merchant Payable,2026-08-15
JNL400517,M007,TXN100517,0.0,47217.78,Merchant Payable,2026-08-18
JNL400518,M003,TXN100518,0.0,3580.55,Merchant Payable,2026-08-03
JNL400519,M005,TXN100519,0.0,40073.74,Merchant Payable,2026-08-06
JNL400520,M001,TXN100520,0.0,21287.71,Merchant Payable,2026-08-16
JNL400521,M007,TXN100521,0.0,14218.24,Merchant Payable,2026-08-11
JNL400522,M007,TXN100522,0.0,22780.81,Merchant Payable,2026-08-12
JNL400523,M008,TXN100523,0.0,49311.49,Merchant Payable,2026-08-22
JNL400524,M004,TXN100524,0.0,17638.17,Merchant Payable,2026-08-07
JNL400525,M003,TXN100525,0.0,43308.07,Merchant Payable,2026-08-05
JNL400526,M005,TXN100526,0.0,32729.04,Merchant Payable,2026-08-06
JNL400527,M001,TXN100527,0.0,19760.63,Merchant Payable,2026-08-06
JNL400528,M005,TXN100528,0.0,29078.4,Merchant Payable,2026-08-20
JNL400529,M003,TXN100529,0.0,30814.95,Merchant Payable,2026-08-18
JNL400530,M002,TXN100530,0.0,20905.12,Merchant Payable,2026-08-08
JNL400531,M006,TXN100531,0.0,17505.46,Merchant Payable,2026-08-21
JNL400532,M008,TXN100532,0.0,14053.74,Merchant Payable,2026-08-22
JNL400533,M007,TXN100533,0.0,53441.03,Merchant Payable,2026-08-05
JNL400534,M001,TXN100534,0.0,53340.23,Merchant Payable,2026-08-13
JNL400535,M008,TXN100535,0.0,3044.93,Merchant Payable,2026-08-22
JNL400536,M002,TXN100536,0.0,10291.65,Merchant Payable,2026-08-19
JNL400537,M004,TXN100537,0.0,50909.91,Merchant Payable,2026-08-15
JNL400538,M002,TXN100538,0.0,44128.66,Merchant Payable,2026-08-06
JNL400539,M002,TXN100539,0.0,4783.93,Merchant Payable,2026-08-07
JNL400540,M005,TXN100540,0.0,24099.85,Merchant Payable,2026-08-16
JNL400541,M006,TXN100541,0.0,1466.29,Merchant Payable,2026-08-05
JNL400542,M001,TXN100542,0.0,41134.43,Merchant Payable,2026-08-28
JNL400543,M005,TXN100543,0.0,35623.51,Merchant Payable,2026-08-11
JNL400544,M001,TXN100544,0.0,27975.12,Merchant Payable,2026-08-19
JNL400545,M003,TXN100545,0.0,17851.37,Merchant Payable,2026-08-22
JNL400546,M002,TXN100546,0.0,2931.6,Merchant Payable,2026-08-20
JNL400547,M005,TXN100547,0.0,12654.58,Merchant Payable,2026-08-13
JNL400548,M003,TXN100548,0.0,11207.12,Merchant Payable,2026-08-21
JNL400549,M003,TXN100549,0.0,39574.14,Merchant Payable,2026-08-20
JNL400550,M002,TXN100550,0.0,17472.57,Merchant Payable,2026-08-04
JNL400551,M008,TXN100551,0.0,56039.1,Merchant Payable,2026-08-13
JNL400552,M002,TXN100552,0.0,17150.34,Merchant Payable,2026-08-04
JNL400553,M008,TXN100553,0.0,19654.77,Merchant Payable,2026-08-11
JNL400555,M004,TXN100555,0.0,46287.86,Merchant Payable,2026-08-22
JNL400556,M003,TXN100556,0.0,40075.22,Merchant Payable,2026-08-12
JNL400557,M006,TXN100557,0.0,45399.93,Merchant Payable,2026-08-17
JNL400558,M002,TXN100558,0.0,49673.38,Merchant Payable,2026-08-06
JNL400559,M002,TXN100559,0.0,42991.38,Merchant Payable,2026-08-02
JNL400560,M007,TXN100560,0.0,44956.69,Merchant Payable,2026-09-01
JNL400561,M003,TXN100561,0.0,21798.53,Merchant Payable,2026-08-09
JNL400562,M008,TXN100562,0.0,29742.12,Merchant Payable,2026-08-04
JNL400563,M004,TXN100563,0.0,49920.74,Merchant Payable,2026-08-21
JNL400564,M008,TXN100564,0.0,9780.71,Merchant Payable,2026-08-20
JNL400565,M008,TXN100565,0.0,55317.21,Merchant Payable,2026-08-03
JNL400566,M002,TXN100566,0.0,15936.24,Merchant Payable,2026-08-09
JNL400567,M006,TXN100567,0.0,22984.67,Merchant Payable,2026-08-16
JNL400568,M002,TXN100568,0.0,41607.32,Merchant Payable,2026-08-18
JNL400569,M007,TXN100569,0.0,38276.8,Merchant Payable,2026-08-13
JNL400570,M005,TXN100570,0.0,22286.49,Merchant Payable,2026-08-09
JNL400571,M006,TXN100571,0.0,28710.22,Merchant Payable,2026-08-17
JNL400572,M008,TXN100572,0.0,10183.93,Merchant Payable,2026-08-04
JNL400573,M003,TXN100573,0.0,9655.6,Merchant Payable,2026-08-26
JNL400574,M007,TXN100574,0.0,47383.6,Merchant Payable,2026-08-05
JNL400575,M008,TXN100575,0.0,12786.39,Merchant Payable,2026-08-07
JNL400576,M004,TXN100576,0.0,3004.85,Merchant Payable,2026-08-20
JNL400577,M001,TXN100577,0.0,52180.7,Merchant Payable,2026-08-06
JNL400578,M001,TXN100578,0.0,51436.33,Merchant Payable,2026-08-11
JNL400579,M008,TXN100579,0.0,51121.01,Merchant Payable,2026-08-07
JNL400580,M005,TXN100580,0.0,10202.45,Merchant Payable,2026-08-12
JNL400581,M004,TXN100581,0.0,22594.15,Merchant Payable,2026-08-06
JNL400582,M003,TXN100582,0.0,28141.44,Merchant Payable,2026-08-21
JNL400583,M003,TXN100583,0.0,53030.35,Merchant Payable,2026-08-19
JNL400584,M007,TXN100584,0.0,21895.95,Merchant Payable,2026-08-03
JNL400585,M004,TXN100585,0.0,54984.96,Merchant Payable,2026-08-17
JNL400586,M005,TXN100586,0.0,16054.96,Merchant Payable,2026-08-09
JNL400587,M005,TXN100587,0.0,11436.26,Merchant Payable,2026-08-02
JNL400588,M001,TXN100588,0.0,22235.81,Merchant Payable,2026-08-08
JNL400589,M006,TXN100589,0.0,6665.7,Merchant Payable,2026-08-15
JNL400590,M006,TXN100590,0.0,35957.51,Merchant Payable,2026-08-14
JNL400591,M003,TXN100591,0.0,22054.5,Merchant Payable,2026-08-19
JNL400592,M006,TXN100592,0.0,45366.74,Merchant Payable,2026-08-14
JNL400593,M004,TXN100593,0.0,26522.93,Merchant Payable,2026-08-07
JNL400594,M006,TXN100594,0.0,46912.17,Merchant Payable,2026-08-21
JNL400595,M003,TXN100595,0.0,23154.89,Merchant Payable,2026-08-22
JNL400596,M008,TXN100596,0.0,54564.42,Merchant Payable,2026-08-15
JNL400597,M002,TXN100597,0.0,36073.97,Merchant Payable,2026-08-14
JNL400598,M001,TXN100598,0.0,55334.17,Merchant Payable,2026-08-07
JNL400599,M001,TXN100599,0.0,12183.53,Merchant Payable,2026-08-18
JNL400600,M003,TXN100600,0.0,39406.83,Merchant Payable,2026-08-13
JNL400601,M007,TXN100601,0.0,20898.54,Merchant Payable,2026-08-14
JNL400602,M001,TXN100602,0.0,43224.85,Merchant Payable,2026-08-04
JNL400603,M006,TXN100603,0.0,20630.07,Merchant Payable,2026-08-10
JNL400604,M008,TXN100604,0.0,54932.31,Merchant Payable,2026-08-20
JNL400606,M005,TXN100606,0.0,40699.44,Merchant Payable,2026-08-14
JNL400607,M006,TXN100607,0.0,56209.59,Merchant Payable,2026-08-16
JNL400608,M008,TXN100608,0.0,7272.88,Merchant Payable,2026-08-04
JNL400609,M004,TXN100609,0.0,47133.16,Merchant Payable,2026-08-15
JNL400610,M005,TXN100610,0.0,14867.68,Merchant Payable,2026-08-04
JNL400612,M004,TXN100612,0.0,52621.69,Merchant Payable,2026-08-10
JNL400613,M008,TXN100613,0.0,43520.03,Merchant Payable,2026-08-09
JNL400614,M004,TXN100614,0.0,13850.91,Merchant Payable,2026-08-09
JNL400615,M008,TXN100615,0.0,36322.19,Merchant Payable,2026-08-19
JNL400616,M006,TXN100616,0.0,29249.61,Merchant Payable,2026-08-20
JNL400617,M003,TXN100617,0.0,3643.64,Merchant Payable,2026-08-15
JNL400618,M007,TXN100618,0.0,50230.04,Merchant Payable,2026-08-07
JNL400620,M002,TXN100620,0.0,19504.84,Merchant Payable,2026-08-21
JNL400621,M004,TXN100621,0.0,16194.3,Merchant Payable,2026-08-21
JNL400622,M008,TXN100622,0.0,25624.55,Merchant Payable,2026-08-15
JNL400623,M008,TXN100623,0.0,10987.32,Merchant Payable,2026-08-06
JNL400624,M002,TXN100624,0.0,42605.19,Merchant Payable,2026-08-09
JNL400625,M003,TXN100625,0.0,46679.34,Merchant Payable,2026-08-06
JNL400626,M003,TXN100626,0.0,58481.24,Merchant Payable,2026-08-22
JNL400627,M005,TXN100627,0.0,33049.94,Merchant Payable,2026-08-20
JNL400628,M003,TXN100628,0.0,2829.48,Merchant Payable,2026-08-10
JNL400629,M006,TXN100629,0.0,15545.8,Merchant Payable,2026-08-13
JNL400630,M007,TXN100630,0.0,7490.19,Merchant Payable,2026-08-21
JNL400631,M005,TXN100631,0.0,21057.29,Merchant Payable,2026-08-18
JNL400632,M007,TXN100632,0.0,35963.25,Merchant Payable,2026-08-16
JNL400633,M006,TXN100633,0.0,24939.59,Merchant Payable,2026-08-21
JNL400634,M002,TXN100634,0.0,9955.92,Merchant Payable,2026-08-09
JNL400635,M005,TXN100635,0.0,36004.56,Merchant Payable,2026-08-14
JNL400636,M007,TXN100636,0.0,10154.67,Merchant Payable,2026-08-02
JNL400637,M003,TXN100637,0.0,23279.92,Merchant Payable,2026-08-05
JNL400638,M001,TXN100638,0.0,45197.25,Merchant Payable,2026-08-18
JNL400639,M003,TXN100639,0.0,5400.66,Merchant Payable,2026-08-14
JNL400640,M005,TXN100640,0.0,26157.88,Merchant Payable,2026-08-06
JNL400641,M001,TXN100641,0.0,2523.92,Merchant Payable,2026-08-13
JNL400642,M005,TXN100642,0.0,32262.53,Merchant Payable,2026-08-06
JNL400643,M008,TXN100643,0.0,37327.59,Merchant Payable,2026-08-22
JNL400644,M006,TXN100644,0.0,28408.21,Merchant Payable,2026-08-09
JNL400645,M006,TXN100645,0.0,24382.36,Merchant Payable,2026-08-06
JNL400646,M003,TXN100646,0.0,20520.88,Merchant Payable,2026-08-17
JNL400647,M008,TXN100647,0.0,17977.08,Merchant Payable,2026-08-15
JNL400648,M004,TXN100648,0.0,24490.92,Merchant Payable,2026-08-19
JNL400649,M003,TXN100649,0.0,42134.82,Merchant Payable,2026-08-22
JNL400650,M005,TXN100650,0.0,5075.19,Merchant Payable,2026-08-22
JNL400651,M005,TXN100651,0.0,37848.56,Merchant Payable,2026-08-19
JNL400652,M003,TXN100652,0.0,17103.74,Merchant Payable,2026-08-22
JNL400653,M004,TXN100653,0.0,19180.93,Merchant Payable,2026-08-30
JNL400654,M002,TXN100654,0.0,16973.74,Merchant Payable,2026-08-06
JNL400655,M004,TXN100655,0.0,5747.65,Merchant Payable,2026-08-02
JNL400656,M007,TXN100656,0.0,18495.97,Merchant Payable,2026-08-17
JNL400657,M006,TXN100657,0.0,2911.11,Merchant Payable,2026-08-06
JNL400658,M008,TXN100658,0.0,11087.4,Merchant Payable,2026-08-10
JNL400659,M004,TXN100659,0.0,22538.72,Merchant Payable,2026-08-16
JNL400660,M002,TXN100660,0.0,30938.94,Merchant Payable,2026-08-08
JNL400661,M006,TXN100661,0.0,9681.76,Merchant Payable,2026-08-03
JNL400662,M005,TXN100662,0.0,28363.12,Merchant Payable,2026-08-11
JNL400663,M002,TXN100663,0.0,14277.47,Merchant Payable,2026-08-15
JNL400664,M005,TXN100664,0.0,34356.69,Merchant Payable,2026-08-14
JNL400665,M008,TXN100665,0.0,40676.41,Merchant Payable,2026-08-06
JNL400666,M003,TXN100666,0.0,29609.93,Merchant Payable,2026-08-21
JNL400667,M001,TXN100667,0.0,21104.15,Merchant Payable,2026-08-06
JNL400668,M003,TXN100668,0.0,28906.48,Merchant Payable,2026-08-12
JNL400669,M008,TXN100669,0.0,43290.98,Merchant Payable,2026-08-02
JNL400670,M003,TXN100670,0.0,15092.63,Merchant Payable,2026-08-08
JNL400671,M008,TXN100671,0.0,11564.52,Merchant Payable,2026-08-07
JNL400672,M008,TXN100672,0.0,16559.17,Merchant Payable,2026-08-21
JNL400673,M003,TXN100673,0.0,26451.05,Merchant Payable,2026-08-10
JNL400674,M003,TXN100674,0.0,51920.55,Merchant Payable,2026-08-21
JNL400675,M006,TXN100675,0.0,42283.3,Merchant Payable,2026-08-19
JNL400677,M002,TXN100677,0.0,6114.82,Merchant Payable,2026-08-04
JNL400678,M001,TXN100678,0.0,12205.09,Merchant Payable,2026-08-17
JNL400679,M007,TXN100679,0.0,38887.89,Merchant Payable,2026-08-18
JNL400681,M002,TXN100681,0.0,27837.69,Merchant Payable,2026-08-22
JNL400682,M006,TXN100682,0.0,46529.33,Merchant Payable,2026-08-03
JNL400683,M002,TXN100683,0.0,48762.49,Merchant Payable,2026-08-04
JNL400684,M007,TXN100684,0.0,11434.97,Merchant Payable,2026-08-18
JNL400685,M007,TXN100685,0.0,43621.47,Merchant Payable,2026-08-22
JNL400686,M007,TXN100686,0.0,51526.63,Merchant Payable,2026-08-07
JNL400687,M006,TXN100687,0.0,38603.89,Merchant Payable,2026-08-19
JNL400688,M006,TXN100688,0.0,32375.04,Merchant Payable,2026-08-12
JNL400689,M006,TXN100689,0.0,35756.52,Merchant Payable,2026-08-20
JNL400690,M005,TXN100690,0.0,21341.11,Merchant Payable,2026-08-16
JNL400691,M001,TXN100691,0.0,57776.96,Merchant Payable,2026-08-21
JNL400692,M004,TXN100692,0.0,13012.39,Merchant Payable,2026-08-12
JNL400693,M002,TXN100693,0.0,2695.75,Merchant Payable,2026-08-13
JNL400695,M002,TXN100695,0.0,23119.68,Merchant Payable,2026-08-20
JNL400696,M003,TXN100696,0.0,28931.73,Merchant Payable,2026-08-20
JNL400697,M001,TXN100697,0.0,42868.98,Merchant Payable,2026-08-20
JNL400698,M006,TXN100698,0.0,20656.45,Merchant Payable,2026-08-15
JNL400699,M001,TXN100699,0.0,37248.88,Merchant Payable,2026-08-22
JNL400700,M001,TXN100700,0.0,19047.45,Merchant Payable,2026-08-20
JNL400701,M001,TXN100701,0.0,39554.18,Merchant Payable,2026-08-14
JNL400702,M004,TXN100702,0.0,25668.41,Merchant Payable,2026-08-14
JNL400703,M002,TXN100703,0.0,28293.16,Merchant Payable,2026-08-08
JNL400704,M007,TXN100704,0.0,29496.41,Merchant Payable,2026-08-06
JNL400705,M008,TXN100705,0.0,23564.88,Merchant Payable,2026-08-20
JNL400706,M004,TXN100706,0.0,4666.15,Merchant Payable,2026-08-15
JNL400707,M002,TXN100707,0.0,39738.35,Merchant Payable,2026-08-15
JNL400708,M006,TXN100708,0.0,20459.05,Merchant Payable,2026-08-29
JNL400709,M008,TXN100709,0.0,36868.38,Merchant Payable,2026-08-22
JNL400710,M003,TXN100710,0.0,44627.68,Merchant Payable,2026-08-04
JNL400711,M003,TXN100711,0.0,51094.54,Merchant Payable,2026-08-11
JNL400712,M005,TXN100712,0.0,26557.63,Merchant Payable,2026-08-02
JNL400713,M004,TXN100713,0.0,32342.22,Merchant Payable,2026-08-10
JNL400714,M001,TXN100714,0.0,22327.27,Merchant Payable,2026-08-18
JNL400715,M001,TXN100715,0.0,16957.1,Merchant Payable,2026-08-21
JNL400716,M002,TXN100716,0.0,23197.88,Merchant Payable,2026-08-10
JNL400717,M002,TXN100717,0.0,1605.64,Merchant Payable,2026-08-22
JNL400718,M002,TXN100718,0.0,53300.41,Merchant Payable,2026-08-17
JNL400719,M003,TXN100719,0.0,12074.02,Merchant Payable,2026-08-16
JNL400720,M004,TXN100720,0.0,54251.18,Merchant Payable,2026-08-11
JNL400721,M003,TXN100721,0.0,1559.69,Merchant Payable,2026-08-13
JNL400722,M004,TXN100722,0.0,58548.75,Merchant Payable,2026-08-19
JNL400723,M007,TXN100723,0.0,51582.61,Merchant Payable,2026-08-02
JNL400724,M007,TXN100724,0.0,38465.09,Merchant Payable,2026-08-04
JNL400725,M007,TXN100725,0.0,14378.13,Merchant Payable,2026-08-06
JNL400726,M008,TXN100726,0.0,32142.31,Merchant Payable,2026-08-08
JNL400727,M003,TXN100727,0.0,18488.73,Merchant Payable,2026-08-18
JNL400728,M003,TXN100728,0.0,18983.73,Merchant Payable,2026-08-19
JNL400729,M006,TXN100729,0.0,49153.78,Merchant Payable,2026-08-06
JNL400730,M007,TXN100730,0.0,56058.26,Merchant Payable,2026-08-11
JNL400731,M003,TXN100731,0.0,45905.67,Merchant Payable,2026-08-05
JNL400732,M004,TXN100732,0.0,35253.13,Merchant Payable,2026-08-09
JNL400733,M002,TXN100733,0.0,40696.17,Merchant Payable,2026-08-17
JNL400734,M006,TXN100734,0.0,11152.14,Merchant Payable,2026-08-14
JNL400735,M004,TXN100735,0.0,13679.85,Merchant Payable,2026-08-15
JNL400736,M004,TXN100736,0.0,43764.18,Merchant Payable,2026-08-08
JNL400737,M008,TXN100737,0.0,51110.89,Merchant Payable,2026-08-17
JNL400738,M004,TXN100738,0.0,25413.09,Merchant Payable,2026-08-03
JNL400739,M007,TXN100739,0.0,35838.42,Merchant Payable,2026-08-20
JNL400740,M002,TXN100740,0.0,27160.04,Merchant Payable,2026-08-03
JNL400741,M001,TXN100741,0.0,11495.86,Merchant Payable,2026-08-16
JNL400742,M008,TXN100742,0.0,10204.82,Merchant Payable,2026-08-11
JNL400743,M008,TXN100743,0.0,48936.94,Merchant Payable,2026-08-16
JNL400744,M003,TXN100744,0.0,46077.67,Merchant Payable,2026-08-19
JNL400745,M003,TXN100745,0.0,26916.52,Merchant Payable,2026-08-08
