settlement_id,transaction_id,gross_amount,fee,tax,net_amount,settlement_date,status
SETL200338,TXN100338,50949.58,1092.32,196.62,49660.64,2026-08-11,SETTLED
SETL200339,TXN100339,18084.75,437.23,78.7,17568.82,2026-08-03,SETTLED
SETL200340,TXN100340,14844.36,227.12,40.88,14576.36,2026-08-22,SETTLED
SETL200341,TXN100341,56068.5,1222.29,220.01,54626.2,2026-08-06,SETTLED
SETL200342,TXN100342,33008.2,719.58,129.52,32159.1,2026-08-07,SETTLED
SETL200343,TXN100343,1320.71,20.21,3.64,1296.86,2026-08-08,SETTLED
SETL200344,TXN100344,37899.96,848.96,152.81,36898.19,2026-08-18,SETTLED
SETL200345,TXN100345,38611.97,590.76,106.34,37914.87,2026-08-19,SETTLED
SETL200346,TXN100346,18939.46,289.77,52.16,18597.53,2026-08-18,SETTLED
SETL200347,TXN100347,35393.01,850.89,153.16,34388.96,2026-08-22,SETTLED
SETL200348,TXN100348,42071.21,942.4,169.63,40959.18,2026-08-09,SETTLED
SETL200349,TXN100349,7401.2,181.89,32.74,7186.57,2026-08-21,SETTLED
SETL200351,TXN100351,57204.46,914.55,164.62,56125.29,2026-08-18,SETTLED
SETL200352,TXN100352,8052.37,175.54,31.6,7845.23,2026-08-10,SETTLED
SETL200353,TXN100353,48522.92,1057.8,190.4,47274.72,2026-08-10,SETTLED
SETL200354,TXN100354,27584.27,633.5,114.03,26836.74,2026-08-13,SETTLED
SETL200355,TXN100355,9859.94,214.95,38.69,9252.95,2026-08-05,SETTLED
SETL200356,TXN100356,51592.0,1106.07,199.09,50286.84,2026-08-02,SETTLED
SETL200357,TXN100357,23287.28,507.66,91.38,22688.24,2026-08-06,SETTLED
SETL200358,TXN100358,19647.22,337.93,60.83,19248.46,2026-08-15,SETTLED
SETL200359,TXN100359,34506.39,527.95,95.03,33883.41,2026-08-05,SETTLED
SETL200361,TXN100361,52028.92,832.26,149.81,51135.72,2026-08-11,SETTLED
SETL200362,TXN100362,17849.91,307.02,55.26,17487.63,2026-08-11,SETTLED
SETL200363,TXN100363,22412.28,361.36,65.04,21985.88,2026-08-17,SETTLED
SETL200364,TXN100364,879.48,15.65,0,863.83,2026-08-15,SETTLED
SETL200365,TXN100365,586.99,12.8,2.3,571.89,2026-08-14,SETTLED
SETL200366,TXN100366,32023.96,550.81,99.15,31374.0,2026-08-09,SETTLED
SETL200367,TXN100367,42843.32,762.61,137.27,41943.44,2026-08-04,SETTLED
SETL200368,TXN100368,27778.25,605.57,109.0,27063.68,2026-08-04,SETTLED
SETL200369,TXN100369,4952.41,299.06,53.83,4599.52,2026-08-20,SETTLED
SETL200370,TXN100370,16028.96,359.05,64.63,15605.28,2026-08-12,SETTLED
SETL200371,TXN100371,16681.37,270.23,48.64,16362.5,2026-08-04,SETTLED
SETL200372,TXN100372,6786.64,120.8,21.74,6644.1,2026-08-19,SETTLED
SETL200373,TXN100373,57895.77,1262.13,227.18,56406.46,2026-08-08,SETTLED
SETL200374,TXN100374,51222.69,1147.39,206.53,50282.19,2026-08-04,SETTLED
SETL200375,TXN100375,50237.52,864.09,155.54,49217.89,2026-08-12,SETTLED
SETL200376,TXN100376,31050.85,747.12,134.48,30169.25,2026-08-11,SETTLED
SETL200377,TXN100377,51348.78,1232.24,221.8,49894.74,2026-08-19,SETTLED
SETL200378,TXN100378,27991.57,428.27,77.09,27486.21,2026-08-06,SETTLED
SETL200379,TXN100379,8277.56,142.37,25.63,8109.56,2026-08-14,SETTLED
SETL200380,TXN100380,55087.0,1233.95,222.11,53630.94,2026-08-04,SETTLED
SETL200381,TXN100381,5972.73,106.31,19.14,5847.28,2026-08-13,SETTLED
SETL200382,TXN100382,55485.84,987.65,177.78,54320.41,2026-08-15,SETTLED
SETL200383,TXN100383,23272.4,500.03,90.01,22682.36,2026-08-15,SETTLED
SETL200384,TXN100384,16861.42,300.13,54.02,16507.27,2026-08-16,SETTLED
SETL200385,TXN100385,25013.54,402.72,72.49,24538.33,2026-08-20,SETTLED
SETL200386,TXN100386,8665.54,212.11,38.18,8415.25,2026-08-08,SETTLED
SETL200387,TXN100387,59369.52,1272.51,229.05,57867.96,2026-08-13,SETTLED
SETL200388,TXN100388,54804.28,1194.73,215.05,53394.5,2026-08-18,SETTLED
SETL200389,TXN100389,2050.75,36.5,6.57,2007.68,2026-08-21,SETTLED
SETL200390,TXN100390,48614.91,1042.36,187.62,47384.93,2026-08-17,SETTLED
SETL200391,TXN100391,6457.99,114.95,20.69,6322.35,2026-08-09,SETTLED
SETL200392,TXN100392,34753.68,597.76,107.6,33577.48,2026-08-14,SETTLED
SETL200393,TXN100393,48469.51,1056.64,190.2,47222.67,2026-08-13,SETTLED
SETL200394,TXN100394,50283.46,864.88,155.68,49262.9,2026-08-17,SETTLED
SETL200395,TXN100395,2758.84,48.87,8.8,2380.42,2026-08-03,SETTLED
SETL200396,TXN100396,20238.17,435.1,78.32,13839.11,2026-08-21,SETTLED
SETL200397,TXN100397,4043.58,88.15,15.87,3939.56,2026-08-06,SETTLED
SETL200399,TXN100399,19694.89,441.17,79.41,19174.31,2026-08-07,SETTLED
SETL200400,TXN100400,10865.06,512.57,92.26,10260.23,2026-08-19,SETTLED
SETL200401,TXN100401,40099.13,689.71,124.15,39285.27,2026-08-07,SETTLED
SETL200402,TXN100402,11073.64,197.11,35.48,10841.05,2026-08-02,SETTLED
SETL200403,TXN100403,11333.86,244.54,44.02,11045.3,2026-08-12,SETTLED
SETL200405,TXN100405,38353.11,682.69,122.88,37547.54,2026-08-04,SETTLED
SETL200406,TXN100406,1178.04,23.73,4.27,1150.04,2026-08-08,SETTLED
SETL200407,TXN100407,47327.69,1060.14,190.83,46076.72,2026-08-02,SETTLED
SETL200408,TXN100408,58161.56,1395.06,251.11,56515.39,2026-08-15,SETTLED
SETL200409,TXN100409,6535.0,161.19,29.01,6344.8,2026-08-17,SETTLED
SETL200410,TXN100410,27351.6,486.86,87.63,26777.11,2026-08-03,SETTLED
SETL200412,TXN100412,44053.11,784.15,141.15,43127.81,2026-08-19,SETTLED
SETL200413,TXN100413,26163.74,561.9,101.14,25500.7,2026-08-22,SETTLED
SETL200414,TXN100414,3686.57,65.62,0,3620.95,2026-08-12,SETTLED
SETL200415,TXN100415,18195.34,407.58,73.36,17714.4,2026-08-10,SETTLED
SETL200416,TXN100416,3743.04,66.63,11.99,3664.42,2026-08-02,SETTLED
SETL200417,TXN100417,12380.65,319.43,57.5,12003.72,2026-08-02,SETTLED
SETL200418,TXN100418,50704.26,994.81,179.07,49530.38,2026-08-11,SETTLED
SETL200420,TXN100420,11601.68,252.92,45.53,11303.23,2026-08-03,SETTLED
SETL200421,TXN100421,13961.42,312.74,56.29,13592.39,2026-08-10,SETTLED
SETL200422,TXN100422,5599.59,85.67,15.42,5498.5,2026-08-13,SETTLED
SETL200423,TXN100423,50527.43,1375.73,247.63,48904.07,2026-08-18,SETTLED
SETL200424,TXN100424,18281.7,295.68,53.22,17932.8,2026-08-15,SETTLED
SETL200425,TXN100425,56980.66,871.8,156.92,55951.94,2026-08-22,SETTLED
SETL200426,TXN100426,3039.22,54.1,9.74,2975.38,2026-08-04,SETTLED
SETL200427,TXN100427,50129.43,892.3,160.61,49076.52,2026-08-10,SETTLED
SETL200428,TXN100428,33603.67,808.13,145.46,33085.56,2026-08-19,SETTLED
SETL200429,TXN100429,25159.32,384.94,69.29,24705.09,2026-08-06,SETTLED
SETL200430,TXN100430,33979.68,519.89,93.58,33366.21,2026-08-05,SETTLED
SETL200431,TXN100431,16216.13,392.57,70.66,10129.21,2026-08-22,SETTLED
SETL200432,TXN100432,16887.14,300.59,54.11,16532.44,2026-08-06,SETTLED
SETL200433,TXN100433,24049.67,516.66,93.0,23440.01,2026-08-12,SETTLED
SETL200434,TXN100434,55289.68,884.11,159.14,54246.43,2026-08-13,SETTLED
SETL200435,TXN100435,17180.63,384.85,69.27,16726.51,2026-08-18,SETTLED
SETL200436,TXN100436,58466.06,1309.64,196.88,56959.54,2026-08-16,SETTLED
SETL200437,TXN100437,26782.14,460.65,82.92,26238.57,2026-08-15,SETTLED
SETL200438,TXN100438,31158.55,668.79,120.38,30369.38,2026-08-07,SETTLED
SETL200439,TXN100439,46940.73,835.54,150.4,45954.79,2026-08-18,SETTLED
SETL200440,TXN100440,52573.24,904.26,162.77,51506.21,2026-08-08,SETTLED
SETL200441,TXN100441,3508.28,60.78,10.94,3436.56,2026-08-13,SETTLED
SETL200442,TXN100442,49498.62,1079.07,129.75,48289.8,2026-08-18,SETTLED
SETL200443,TXN100443,22661.77,389.78,70.16,22201.83,2026-08-21,SETTLED
SETL200444,TXN100444,20982.82,457.43,82.34,20443.05,2026-08-10,SETTLED
SETL200445,TXN100445,3454.24,87.56,15.76,3350.92,2026-08-20,SETTLED
SETL200446,TXN100446,16510.47,368.39,66.31,16075.77,2026-08-15,SETTLED
SETL200447,TXN100447,54735.17,875.29,157.55,53702.33,2026-08-23,SETTLED
SETL200448,TXN100448,42908.06,961.14,173.01,41773.91,2026-08-22,SETTLED
SETL200449,TXN100449,27810.38,752.74,135.49,26922.15,2026-08-08,SETTLED
SETL200450,TXN100450,937.18,14.34,2.58,1261.56,2026-08-13,SETTLED
SETL200451,TXN100451,4298.3,73.34,13.2,2448.23,2026-08-10,SETTLED
SETL200452,TXN100452,11707.42,262.25,47.2,11397.97,2026-08-18,SETTLED
SETL200453,TXN100453,41004.97,893.91,160.9,39950.16,2026-08-02,SETTLED
SETL200454,TXN100454,54461.24,1219.93,219.59,52640.19,2026-08-14,SETTLED
SETL200455,TXN100455,54438.33,870.57,156.7,53411.06,2026-08-13,SETTLED
SETL200456,TXN100456,6307.38,141.29,0,6166.09,2026-08-06,SETTLED
SETL200457,TXN100457,39438.86,859.77,154.76,38424.33,2026-08-11,SETTLED
SETL200458,TXN100458,22615.1,493.01,88.74,22033.35,2026-08-20,SETTLED
SETL200459,TXN100459,28597.07,437.54,78.76,28080.77,2026-08-08,SETTLED
SETL200460,TXN100460,25079.88,561.79,101.12,24416.97,2026-08-06,SETTLED
SETL200461,TXN100461,59237.9,1420.79,255.74,57561.37,2026-08-23,SETTLED
SETL200462,TXN100462,20291.45,327.63,58.97,19904.85,2026-08-07,SETTLED
SETL200463,TXN100463,27397.17,588.3,105.89,26702.98,2026-08-08,SETTLED
SETL200464,TXN100464,37061.54,659.7,118.75,36283.09,2026-08-22,SETTLED
SETL200465,TXN100465,23307.33,375.59,67.61,22864.13,2026-08-03,SETTLED
SETL200466,TXN100466,53574.38,1148.49,206.73,52219.16,2026-08-18,SETTLED
SETL200467,TXN100467,13962.81,240.16,43.23,13679.42,2026-08-13,SETTLED
SETL200468,TXN100468,10437.7,233.8,42.08,10161.82,2026-08-03,SETTLED
SETL200469,TXN100469,26303.08,573.41,103.21,25626.46,2026-08-06,SETTLED
SETL200470,TXN100470,10310.57,177.34,31.92,10101.31,2026-08-14,SETTLED
SETL200471,TXN100471,13065.82,232.57,41.86,12791.39,2026-08-02,SETTLED
SETL200472,TXN100472,22312.19,341.38,61.45,21909.36,2026-08-22,SETTLED
SETL200473,TXN100473,35838.48,768.94,138.41,34931.13,2026-08-03,SETTLED
SETL200474,TXN100474,41540.11,890.96,160.37,40488.78,2026-08-20,SETTLED
SETL200475,TXN100475,42261.16,676.95,121.85,41462.36,2026-08-08,SETTLED
SETL200476,TXN100476,25541.85,572.14,102.99,24866.72,2026-08-05,SETTLED
SETL200477,TXN100477,49923.84,1198.18,215.67,48509.99,2026-08-05,SETTLED
SETL200478,TXN100478,7283.75,163.16,29.37,7091.22,2026-08-05,SETTLED
SETL200479,TXN100479,49974.18,1119.42,201.5,48653.26,2026-08-08,SETTLED
SETL200480,TXN100480,2844.64,282.03,50.77,2511.84,2026-08-17,SETTLED
SETL200481,TXN100481,662.91,11.4,2.05,649.46,2026-08-04,SETTLED
SETL200482,TXN100482,56992.04,1253.64,225.66,55512.74,2026-08-18,SETTLED
SETL200483,TXN100483,27676.7,476.04,85.69,26856.05,2026-08-11,SETTLED
SETL200484,TXN100484,21932.77,491.29,88.43,21353.05,2026-08-12,SETTLED
SETL200486,TXN100486,21772.88,474.65,85.44,21212.79,2026-08-16,SETTLED
SETL200487,TXN100487,48990.38,1067.99,192.24,47960.5,2026-08-07,SETTLED
SETL200488,TXN100488,48094.0,769.69,138.54,47185.77,2026-08-22,SETTLED
SETL200489,TXN100489,58903.37,1262.53,227.26,57413.58,2026-08-07,SETTLED
SETL200490,TXN100490,11285.0,184.43,33.2,11067.37,2026-08-14,SETTLED
SETL200491,TXN100491,29243.24,520.53,93.7,28629.01,2026-08-17,SETTLED
SETL200492,TXN100492,16065.97,245.81,44.25,15775.91,2026-08-12,SETTLED
SETL200493,TXN100493,31386.43,859.45,154.7,30372.28,2026-08-21,SETTLED
SETL200495,TXN100495,38782.22,1098.69,197.76,37485.77,2026-08-07,SETTLED
SETL200496,TXN100496,45210.09,691.71,124.51,44393.87,2026-08-19,SETTLED
SETL200497,TXN100497,33254.49,571.98,102.96,32579.55,2026-08-14,SETTLED
SETL200498,TXN100498,26929.24,433.17,77.97,26418.1,2026-08-20,SETTLED
SETL200499,TXN100499,19305.66,311.96,56.15,18593.53,2026-08-17,SETTLED
SETL200500,TXN100500,33649.3,722.1,129.98,32797.22,2026-08-02,SETTLED
SETL200501,TXN100501,39448.46,678.51,122.13,38647.82,2026-08-16,SETTLED
SETL200502,TXN100502,50736.89,872.67,157.08,49707.14,2026-08-12,SETTLED
SETL200503,TXN100503,43096.85,939.51,169.11,41988.23,2026-08-05,SETTLED
SETL200504,TXN100504,20810.75,447.35,80.52,20282.88,2026-08-22,SETTLED
SETL200505,TXN100505,3223.8,49.32,8.88,3165.6,2026-08-07,SETTLED
SETL200506,TXN100506,15630.21,239.14,43.05,15348.02,2026-08-09,SETTLED
SETL200507,TXN100507,49560.97,947.37,170.53,48443.07,2026-08-08,SETTLED
SETL200509,TXN100509,758.09,17.05,3.07,1208.86,2026-08-03,SETTLED
SETL200510,TXN100510,43964.43,782.57,140.86,43041.0,2026-08-11,SETTLED
SETL200511,TXN100511,25410.55,612.31,110.22,24688.02,2026-08-21,SETTLED
SETL200512,TXN100512,57833.82,1387.23,249.7,56196.89,2026-08-11,SETTLED
SETL200513,TXN100513,36350.2,1139.25,205.06,35005.89,2026-08-18,SETTLED
SETL200514,TXN100514,12452.9,214.19,38.55,12200.16,2026-08-21,SETTLED
SETL200515,TXN100515,58889.46,1048.23,188.68,57929.3,2026-08-22,SETTLED
SETL200516,TXN100516,35176.97,564.31,101.58,34511.08,2026-08-15,SETTLED
SETL200517,TXN100517,48594.13,1166.4,209.95,47217.78,2026-08-18,SETTLED
SETL200518,TXN100518,3657.37,65.1,11.72,3580.55,2026-08-03,SETTLED
SETL200519,TXN100519,41161.72,922.02,165.96,40073.74,2026-08-06,SETTLED
SETL200520,TXN100520,21841.61,469.41,84.49,21287.71,2026-08-16,SETTLED
SETL200521,TXN100521,14636.93,354.82,63.87,14218.24,2026-08-11,SETTLED
SETL200522,TXN100522,23559.5,659.91,118.78,22780.81,2026-08-12,SETTLED
SETL200523,TXN100523,49884.02,798.16,143.67,49311.49,2026-08-22,SETTLED
SETL200524,TXN100524,18003.57,309.66,55.74,17638.17,2026-08-07,SETTLED
SETL200525,TXN100525,44237.23,787.42,141.74,43308.07,2026-08-05,SETTLED
SETL200526,TXN100526,33617.62,753.03,135.55,32729.04,2026-08-06,SETTLED
SETL200527,TXN100527,20168.49,433.61,78.05,19656.83,2026-08-06,SETTLED
SETL200528,TXN100528,29687.78,665.01,119.7,28903.07,2026-08-20,SETTLED
SETL200529,TXN100529,31476.07,560.27,100.85,30814.95,2026-08-18,SETTLED
SETL200530,TXN100530,21289.48,325.73,58.63,20905.12,2026-08-08,SETTLED
SETL200531,TXN100531,17967.67,391.7,70.51,17505.46,2026-08-21,SETTLED
SETL200532,TXN100532,14800.7,240.33,43.26,14053.74,2026-08-22,SETTLED
SETL200533,TXN100533,54997.98,1319.45,237.5,53441.03,2026-08-05,SETTLED
SETL200534,TXN100534,54724.49,1173.1,211.16,53340.23,2026-08-13,SETTLED
SETL200535,TXN100535,3109.17,54.44,9.8,3044.93,2026-08-22,SETTLED
SETL200536,TXN100536,10459.99,160.04,8.3,10291.65,2026-08-19,SETTLED
SETL200537,TXN100537,51964.58,893.79,160.88,50909.91,2026-08-15,SETTLED
SETL200538,TXN100538,44940.0,687.58,123.76,44128.66,2026-08-06,SETTLED
SETL200539,TXN100539,4858.26,74.33,0,4783.93,2026-08-07,SETTLED
SETL200540,TXN100540,24754.15,554.49,99.81,24099.85,2026-08-16,SETTLED
SETL200541,TXN100541,1505.01,32.81,5.91,1466.29,2026-08-05,SETTLED
SETL200542,TXN100542,42202.48,905.13,162.92,41134.43,2026-08-28,SETTLED
SETL200543,TXN100543,36590.67,819.63,147.53,35623.51,2026-08-11,SETTLED
SETL200544,TXN100544,28702.27,616.23,110.92,27975.12,2026-08-19,SETTLED
SETL200545,TXN100545,18234.36,324.57,58.42,17851.37,2026-08-22,SETTLED
SETL200546,TXN100546,2985.5,45.68,8.22,2931.6,2026-08-20,SETTLED
SETL200547,TXN100547,12998.15,291.16,52.41,12654.58,2026-08-13,SETTLED
SETL200548,TXN100548,11447.57,203.77,36.68,11207.12,2026-08-21,SETTLED
SETL200549,TXN100549,40423.19,719.53,129.52,39574.14,2026-08-20,SETTLED
SETL200550,TXN100550,17793.83,272.25,49.01,17472.57,2026-08-04,SETTLED
SETL200551,TXN100551,57116.62,913.15,164.37,56039.1,2026-08-13,SETTLED
SETL200552,TXN100552,17465.66,267.22,48.1,17150.34,2026-08-04,SETTLED
SETL200553,TXN100553,20036.59,323.58,58.24,19654.77,2026-08-11,SETTLED
SETL200555,TXN100555,47246.78,812.64,146.28,46287.86,2026-08-22,SETTLED
SETL200556,TXN100556,40935.02,728.64,131.16,40075.22,2026-08-12,SETTLED
SETL200557,TXN100557,46598.63,1015.85,182.85,45399.93,2026-08-17,SETTLED
SETL200558,TXN100558,50586.68,773.98,139.32,49673.38,2026-08-06,SETTLED
SETL200559,TXN100559,43781.81,669.86,120.57,42991.38,2026-08-02,SETTLED
SETL200560,TXN100560,46267.42,1110.79,199.94,44956.69,2026-09-01,SETTLED
SETL200561,TXN100561,22266.21,396.34,71.34,21798.53,2026-08-09,SETTLED
SETL200562,TXN100562,30316.83,487.04,87.67,29742.12,2026-08-04,SETTLED
SETL200563,TXN100563,50954.92,876.42,157.76,49920.74,2026-08-21,SETTLED
SETL200564,TXN100564,9973.73,163.58,29.44,9780.71,2026-08-20,SETTLED
SETL200565,TXN100565,56380.93,901.46,162.26,55317.21,2026-08-03,SETTLED
SETL200566,TXN100566,16229.25,248.31,44.7,15936.24,2026-08-09,SETTLED
SETL200567,TXN100567,23591.54,514.3,92.57,22984.67,2026-08-16,SETTLED
SETL200568,TXN100568,42372.31,648.3,116.69,41607.32,2026-08-18,SETTLED
SETL200569,TXN100569,39393.68,946.51,170.37,38276.8,2026-08-13,SETTLED
SETL200570,TXN100570,22891.56,512.77,92.3,22286.49,2026-08-09,SETTLED
SETL200571,TXN100571,29468.26,642.41,115.63,28710.22,2026-08-17,SETTLED
SETL200572,TXN100572,10353.55,169.62,0,10183.93,2026-08-04,SETTLED
SETL200573,TXN100573,9862.76,175.56,31.6,9655.6,2026-08-26,SETTLED
SETL200574,TXN100574,48764.77,1170.48,210.69,47383.6,2026-08-05,SETTLED
SETL200575,TXN100575,13036.89,212.29,38.21,12786.39,2026-08-07,SETTLED
SETL200576,TXN100576,3067.09,52.75,9.49,3004.85,2026-08-20,SETTLED
SETL200577,TXN100577,53502.46,1146.95,174.81,52180.7,2026-08-06,SETTLED
SETL200578,TXN100578,52771.28,1131.31,203.64,51436.33,2026-08-11,SETTLED
SETL200579,TXN100579,52104.49,833.46,150.02,51121.01,2026-08-07,SETTLED
SETL200580,TXN100580,10479.44,234.74,42.25,10202.45,2026-08-12,SETTLED
SETL200581,TXN100581,23003.58,395.66,71.22,22594.15,2026-08-06,SETTLED
SETL200582,TXN100582,28814.22,512.89,92.32,28141.44,2026-08-21,SETTLED
SETL200583,TXN100583,54168.09,964.19,173.55,53030.35,2026-08-19,SETTLED
SETL200584,TXN100584,22537.46,543.65,97.86,21895.95,2026-08-03,SETTLED
SETL200585,TXN100585,56336.09,968.98,174.42,54984.96,2026-08-17,SETTLED
SETL200586,TXN100586,28889.9,647.13,116.48,16054.96,2026-08-09,SETTLED
SETL200587,TXN100587,11746.75,263.13,47.36,11436.26,2026-08-02,SETTLED
SETL200588,TXN100588,22814.28,490.23,88.24,22235.81,2026-08-08,SETTLED
SETL200589,TXN100589,6841.7,149.15,26.85,6665.7,2026-08-15,SETTLED
SETL200590,TXN100590,36906.9,804.57,144.82,35957.51,2026-08-14,SETTLED
SETL200591,TXN100591,22527.67,400.99,72.18,22054.5,2026-08-19,SETTLED
SETL200592,TXN100592,46564.57,1015.11,182.72,45366.74,2026-08-14,SETTLED
SETL200593,TXN100593,27072.4,465.65,83.82,26522.93,2026-08-07,SETTLED
SETL200594,TXN100594,48150.8,1049.69,188.94,46912.17,2026-08-21,SETTLED
SETL200595,TXN100595,23651.67,421.0,75.78,23154.89,2026-08-22,SETTLED
SETL200596,TXN100596,55588.78,888.86,135.5,54564.42,2026-08-15,SETTLED
SETL200597,TXN100597,36737.22,562.08,101.17,36073.97,2026-08-14,SETTLED
SETL200598,TXN100598,56770.09,1216.88,219.04,55334.17,2026-08-07,SETTLED
SETL200599,TXN100599,12501.58,269.53,48.52,12183.53,2026-08-18,SETTLED
SETL200600,TXN100600,40604.45,722.76,130.1,39406.83,2026-08-13,SETTLED
SETL200601,TXN100601,21511.1,519.12,93.44,20898.54,2026-08-14,SETTLED
SETL200602,TXN100602,44347.07,951.03,171.19,43224.85,2026-08-04,SETTLED
SETL200603,TXN100603,21174.77,461.61,83.09,20630.07,2026-08-10,SETTLED
SETL200604,TXN100604,55817.97,892.51,160.65,54932.31,2026-08-20,SETTLED
SETL200606,TXN100606,41804.42,936.42,168.56,40699.44,2026-08-14,SETTLED
SETL200607,TXN100607,57693.7,1257.72,226.39,56209.59,2026-08-16,SETTLED
SETL200608,TXN100608,7417.96,122.95,22.13,7272.88,2026-08-04,SETTLED
SETL200609,TXN100609,48109.6,827.49,148.95,47133.16,2026-08-15,SETTLED
SETL200610,TXN100610,15271.33,342.08,61.57,14867.68,2026-08-04,SETTLED
SETL200612,TXN100612,53711.82,923.84,166.29,52621.69,2026-08-10,SETTLED
SETL200613,TXN100613,44358.18,710.3,127.85,43520.03,2026-08-09,SETTLED
SETL200614,TXN100614,14137.85,243.17,43.77,13850.91,2026-08-09,SETTLED
SETL200615,TXN100615,37022.71,593.66,106.86,36322.19,2026-08-19,SETTLED
SETL200616,TXN100616,29794.25,649.51,116.91,29027.83,2026-08-20,SETTLED
SETL200617,TXN100617,3721.82,66.25,11.93,3643.64,2026-08-15,SETTLED
SETL200618,TXN100618,51693.81,1240.48,223.29,50230.04,2026-08-07,SETTLED
SETL200620,TXN100620,19863.45,303.91,54.7,19504.84,2026-08-21,SETTLED
SETL200621,TXN100621,16529.79,284.31,51.18,16194.3,2026-08-21,SETTLED
SETL200622,TXN100622,25724.6,414.02,74.52,25624.55,2026-08-15,SETTLED
SETL200623,TXN100623,11203.41,183.13,32.96,10987.32,2026-08-06,SETTLED
SETL200624,TXN100624,43388.52,663.84,119.49,42605.19,2026-08-09,SETTLED
SETL200625,TXN100625,48102.23,856.22,154.12,46679.34,2026-08-06,SETTLED
SETL200626,TXN100626,59735.93,1063.3,191.39,58481.24,2026-08-22,SETTLED
SETL200627,TXN100627,33947.24,760.42,136.88,33049.94,2026-08-20,SETTLED
SETL200628,TXN100628,4072.16,72.48,13.05,2829.48,2026-08-10,SETTLED
SETL200629,TXN100629,15956.26,347.85,62.61,15545.8,2026-08-13,SETTLED
SETL200630,TXN100630,7713.63,189.36,34.08,7490.19,2026-08-21,SETTLED
SETL200631,TXN100631,21628.99,484.49,87.21,21057.29,2026-08-18,SETTLED
SETL200632,TXN100632,37012.99,889.61,160.13,35963.25,2026-08-16,SETTLED
SETL200633,TXN100633,25598.08,558.04,100.45,24939.59,2026-08-21,SETTLED
SETL200634,TXN100634,10138.97,155.13,27.92,9955.92,2026-08-09,SETTLED
SETL200635,TXN100635,36520.41,818.06,147.25,36004.56,2026-08-14,SETTLED
SETL200636,TXN100636,10455.43,254.88,45.88,10154.67,2026-08-02,SETTLED
SETL200637,TXN100637,24124.21,715.5,128.79,23279.92,2026-08-05,SETTLED
SETL200638,TXN100638,46370.56,994.33,178.98,45197.25,2026-08-18,SETTLED
SETL200639,TXN100639,5516.52,98.19,17.67,5400.66,2026-08-14,SETTLED
SETL200640,TXN100640,26868.05,601.84,108.33,26157.88,2026-08-06,SETTLED
SETL200641,TXN100641,2591.72,57.46,10.34,2523.92,2026-08-13,SETTLED
SETL200642,TXN100642,33138.44,742.3,133.61,32262.53,2026-08-06,SETTLED
SETL200643,TXN100643,38047.33,609.95,109.79,37327.59,2026-08-22,SETTLED
SETL200644,TXN100644,29158.28,635.65,114.42,28408.21,2026-08-09,SETTLED
SETL200645,TXN100645,25026.13,545.57,98.2,24382.36,2026-08-06,SETTLED
SETL200646,TXN100646,20961.15,373.11,67.16,20520.88,2026-08-17,SETTLED
SETL200647,TXN100647,18326.83,296.4,53.35,17977.08,2026-08-15,SETTLED
SETL200648,TXN100648,24998.28,429.97,77.39,24490.92,2026-08-19,SETTLED
SETL200649,TXN100649,43038.81,766.09,137.9,42134.82,2026-08-22,SETTLED
SETL200650,TXN100650,5212.98,116.77,21.02,5075.19,2026-08-22,SETTLED
SETL200651,TXN100651,39083.19,1046.3,188.33,37848.56,2026-08-19,SETTLED
SETL200652,TXN100652,17730.92,531.51,95.67,17103.74,2026-08-22,SETTLED
SETL200653,TXN100653,19578.3,336.75,60.62,19180.93,2026-08-30,SETTLED
SETL200654,TXN100654,17285.81,264.47,47.6,16973.74,2026-08-06,SETTLED
SETL200655,TXN100655,5866.72,100.91,18.16,5747.65,2026-08-02,SETTLED
SETL200656,TXN100656,19038.81,460.03,82.81,18495.97,2026-08-17,SETTLED
SETL200657,TXN100657,5273.27,114.96,20.69,2911.11,2026-08-06,SETTLED
SETL200658,TXN100658,11305.42,184.76,33.26,11087.4,2026-08-10,SETTLED
SETL200659,TXN100659,23395.48,402.4,72.43,22538.72,2026-08-16,SETTLED
SETL200660,TXN100660,31507.78,482.07,86.77,30938.94,2026-08-08,SETTLED
SETL200661,TXN100661,9937.38,216.63,38.99,9681.76,2026-08-03,SETTLED
SETL200662,TXN100662,29133.16,652.58,117.46,28363.12,2026-08-11,SETTLED
SETL200663,TXN100663,14539.97,222.46,40.04,14277.47,2026-08-15,SETTLED
SETL200664,TXN100664,35289.46,790.48,142.29,34356.69,2026-08-14,SETTLED
SETL200665,TXN100665,41460.19,664.22,119.56,40676.41,2026-08-06,SETTLED
SETL200666,TXN100666,30245.19,538.36,96.9,29609.93,2026-08-21,SETTLED
SETL200667,TXN100667,21653.3,465.38,83.77,21104.15,2026-08-06,SETTLED
SETL200668,TXN100668,29526.65,525.57,94.6,28906.48,2026-08-12,SETTLED
SETL200669,TXN100669,44124.74,706.58,127.18,43290.98,2026-08-02,SETTLED
SETL200670,TXN100670,15416.43,274.41,49.39,15092.63,2026-08-08,SETTLED
SETL200671,TXN100671,11791.66,192.49,34.65,11564.52,2026-08-07,SETTLED
SETL200672,TXN100672,16881.81,273.42,49.22,16559.17,2026-08-21,SETTLED
SETL200673,TXN100673,27238.36,484.84,87.27,26451.05,2026-08-10,SETTLED
SETL200674,TXN100674,53034.48,944.01,169.92,51920.55,2026-08-21,SETTLED
